"GEO_ID","NAME","B01003_001E","B01003_001M",
"1600000US0122216","East Brewton city, Alabama","3131","698",
"1600000US0122504","East Point CDP, Alabama","351","336",
"1600000US0122816","Eclectic town, Alabama","1274","343",
"1600000US0123032","Edgewater CDP, Alabama","836","507",
"1600000US0123176","Edwardsville town, Alabama","183","119",
"1600000US0123224","Egypt CDP, Alabama","1107","412",
"1600000US0123296","Elba city, Alabama","3449","25",
"1600000US0123320","Elberta town, Alabama","2302","559",
"1600000US0123344","Eldridge town, Alabama","141","53",
"1600000US0123488","Elkmont town, Alabama","373","128",
"1600000US0123656","Elmore town, Alabama","1572","373",
"1600000US0123872","Emelle town, Alabama","66","65",
"1600000US0123880","Emerald Mountain CDP, Alabama","3456","964",
"1600000US0124184","Enterprise city, Alabama","28242","194",
"1600000US0124256","Epes town, Alabama","465","263",
"1600000US0124280","Equality CDP, Alabama","67","69",
"1600000US0124472","Ethelsville town, Alabama","105","66",
"1600000US0124568","Eufaula city, Alabama","12753","32",
"1600000US0124616","Eunola CDP, Alabama","137","124",
"1600000US0124664","Eutaw town, Alabama","2890","12",
"1600000US0124688","Eva town, Alabama","583","210",
"1600000US0124808","Evergreen city, Alabama","3504","13",
"1600000US0124880","Excel town, Alabama","539","209",
"1600000US0125120","Fairfield city, Alabama","10108","26",
"1600000US0125216","Fairford CDP, Alabama","171","152",
"1600000US0125240","Fairhope city, Alabama","21825","48",
"1600000US0125384","Fairview town, Alabama","717","297",
"1600000US0125648","Falkville town, Alabama","1347","328",
"1600000US0125816","Faunsdale town, Alabama","106","92",
"1600000US0125840","Fayette city, Alabama","4271","18",
"1600000US0125864","Fayetteville CDP, Alabama","1329","382",
"1600000US0126152","Fitzpatrick CDP, Alabama","0","13",
"1600000US0126200","Five Points town, Alabama","121","94",
"1600000US0126824","Flomaton town, Alabama","1728","411",
"1600000US0126848","Florala town, Alabama","1779","472",
"1600000US0126896","Florence city, Alabama","39709","46",
"1600000US0126992","Foley city, Alabama","20170","27",
"1600000US0127088","Forestdale CDP, Alabama","9251","901",
"1600000US0127376","Forkland town, Alabama","886","412",
"1600000US0127520","Fort Deposit town, Alabama","1899","377",
"1600000US0127616","Fort Payne city, Alabama","14730","32",
"1600000US0127640","Fort Rucker CDP, Alabama","5912","508",
"1600000US0128024","Franklin town, Alabama","841","239",
"1600000US0128120","Fredonia CDP, Alabama","277","212",
"1600000US0128312","Frisco City town, Alabama","1668","456",
"1600000US0128408","Fruitdale CDP, Alabama","197","149",
"1600000US0128432","Fruithurst town, Alabama","403","319",
"1600000US0128504","Fulton town, Alabama","446","249",
"1600000US0128552","Fultondale city, Alabama","9707","26",
"1600000US0128672","Fyffe town, Alabama","1327","451",
"1600000US0128696","Gadsden city, Alabama","34317","31",
"1600000US0128768","Gainesville town, Alabama","236","164",
"1600000US0128816","Gallant CDP, Alabama","835","338",
"1600000US0128936","Gantt town, Alabama","143","78",
"1600000US0129032","Garden City town, Alabama","622","198",
"1600000US0129056","Gardendale city, Alabama","15920","24",
"1600000US0129296","Gaylesville town, Alabama","288","143",
"1600000US0129392","Geiger town, Alabama","383","136",
"1600000US0129464","Geneva city, Alabama","4208","17",
"1600000US0129560","Georgiana town, Alabama","1374","390",
"1600000US0129608","Geraldine town, Alabama","1266","375",
"1600000US0129704","Gilbertown town, Alabama","666","216",
"1600000US0129944","Glen Allen town, Alabama","455","198",
"1600000US0129992","Glencoe city, Alabama","5360","24",
"1600000US0130160","Glenwood town, Alabama","221","92",
"1600000US0130448","Goldville town, Alabama","74","40",
"1600000US0130496","Good Hope city, Alabama","2463","37",
"1600000US0130640","Goodwater town, Alabama","1172","336",
"1600000US0130736","Gordo town, Alabama","1599","353",
"1600000US0130760","Gordon town, Alabama","287","116",
"1600000US0130808","Gordonville town, Alabama","326","156",
"1600000US0130880","Goshen town, Alabama","352","149",
"1600000US0131000","Graham CDP, Alabama","89","81",
"1600000US0131024","Grand Bay CDP, Alabama","3433","493",
"1600000US0131096","Grant town, Alabama","1524","473",
"1600000US0131348","Grayson Valley CDP, Alabama","6037","1330",
"1600000US0131384","Graysville city, Alabama","2723","615",
"1600000US0131720","Greensboro city, Alabama","2484","511",
"1600000US0131912","Greenville city, Alabama","7395","23",
"1600000US0132056","Grimes town, Alabama","589","181",
"1600000US0132080","Grove Hill town, Alabama","2069","473",
"1600000US0132224","Guin city, Alabama","2490","458",
"1600000US0132248","Gulfcrest CDP, Alabama","136","155",
"1600000US0132272","Gulf Shores city, Alabama","14712","30",
"1600000US0132416","Guntersville city, Alabama","8559","33",
"1600000US0132440","Gurley town, Alabama","601","148",
"1600000US0132536","Gu-Win town, Alabama","144","65",
"1600000US0132560","Hackleburg town, Alabama","1463","364",
"1600000US0132584","Hackneyville CDP, Alabama","524","260",
"1600000US0132656","Haleburg town, Alabama","116","54",
"1600000US0132704","Haleyville city, Alabama","4343","81",
"1600000US0132848","Hamilton city, Alabama","6974","20",
"1600000US0132896","Hammondville town, Alabama","393","95",
"1600000US0132968","Hanceville city, Alabama","3174","21",
"1600000US0133064","Hanover CDP, Alabama","61","75",
"1600000US0133256","Harpersville town, Alabama","1589","378",
"1600000US0133424","Hartford city, Alabama","2630","21",
"1600000US0133448","Hartselle city, Alabama","15308","33",
"1600000US0133472","Harvest CDP, Alabama","6655","1001",
"1600000US0133544","Hatton CDP, Alabama","451","357",
"1600000US0133640","Hayden town, Alabama","1441","466",
"1600000US0133712","Hayneville town, Alabama","1027","316",
"1600000US0133808","Hazel Green CDP, Alabama","3811","554",
"1600000US0133856","Headland city, Alabama","4941","22",
"1600000US0133904","Heath town, Alabama","274","121",
"1600000US0133976","Heflin city, Alabama","3416","23",
"1600000US0134024","Helena city, Alabama","20680","38",
"1600000US0134096","Henagar city, Alabama","2436","530",
"1600000US0134480","Highland Lake town, Alabama","413","104",
"1600000US0134490","Highland Lakes CDP, Alabama","6137","801",
"1600000US0134816","Hillsboro town, Alabama","678","206",
"1600000US0134984","Hissop CDP, Alabama","208","209",
"1600000US0135130","Hobson CDP, Alabama","197","125",
"1600000US0135152","Hobson City town, Alabama","947","420",
"1600000US0135200","Hodges town, Alabama","377","205",
"1600000US0135392","Hokes Bluff city, Alabama","4402","16",
"1600000US0135512","Hollins CDP, Alabama","758","330",
"1600000US0135536","Hollis Crossroads CDP, Alabama","676","235",
"1600000US0135560","Holly Pond town, Alabama","819","168",
"1600000US0135632","Hollywood town, Alabama","950","233",
"1600000US0135704","Holt CDP, Alabama","4793","1103",
"1600000US0135752","Holtville CDP, Alabama","4970","825",
"1600000US0135800","Homewood city, Alabama","26206","35",
"1600000US0135896","Hoover city, Alabama","91371","97",
"1600000US0136088","Horn Hill town, Alabama","291","102",
"1600000US0136448","Hueytown city, Alabama","16694","39",
"1600000US0136592","Huguley CDP, Alabama","3017","473",
"1600000US0137000","Huntsville city, Alabama","210081","73",
"1600000US0137096","Hurtsboro town, Alabama","429","144",
"1600000US0137264","Hytop town, Alabama","528","162",
"1600000US0137312","Ider town, Alabama","604","135",
"1600000US0137465","Indian Springs Village city, Alabama","2563","379",
"1600000US0137864","Irondale city, Alabama","13457","37",
"1600000US0138032","Ivalee CDP, Alabama","606","231",
"1600000US0138152","Jackson city, Alabama","4774","20",
"1600000US0138248","Jacksons' Gap town, Alabama","707","202",
"1600000US0138272","Jacksonville city, Alabama","13076","58",
"1600000US0138416","Jasper city, Alabama","14370","50",
"1600000US0138608","Jemison city, Alabama","2631","26",
"1600000US0139064","Joppa CDP, Alabama","681","297",
"1600000US0139280","Kansas town, Alabama","96","41",
"1600000US0139472","Kellyton town, Alabama","126","66",
"1600000US0139520","Kennedy town, Alabama","383","144",
"1600000US0139784","Killen town, Alabama","1209","359",
"1600000US0139856","Kimberly city, Alabama","3792","30",
"1600000US0140072","Kinsey town, Alabama","2364","340",
"1600000US0140096","Kinston town, Alabama","793","253",
"1600000US0140648","Ladonia CDP, Alabama","3657","799",
"1600000US0140672","La Fayette city, Alabama","2666","19",
"1600000US0140888","Lakeview town, Alabama","137","91",
"1600000US0140928","Lake View town, Alabama","3357","154",
"1600000US0141296","Lanett city, Alabama","6821","25",
"1600000US0141368","Langston town, Alabama","218","76",
"1600000US0141968","Leeds city, Alabama","12385","509",
"1600000US0142016","Leesburg town, Alabama","697","217",
"1600000US0142160","Leighton town, Alabama","687","281",
"1600000US0142304","Leroy CDP, Alabama","885","329",
"1600000US0142352","Lester town, Alabama","167","74",
"1600000US0142472","Level Plains town, Alabama","1826","372",
"1600000US0142640","Lexington town, Alabama","940","260",
"1600000US0142808","Libertyville town, Alabama","70","39",
"1600000US0142928","Lillian CDP, Alabama","2114","787",
"1600000US0143120","Lincoln city, Alabama","6836","65",
"1600000US0143240","Linden city, Alabama","1981","372",
"1600000US0143264","Lineville city, Alabama","2598","461",
"1600000US0143336","Lipscomb city, Alabama","2113","561",
"1600000US0143384","Lisman town, Alabama","499","198",
"1600000US0143648","Littleville town, Alabama","873","215",
"1600000US0143720","Livingston city, Alabama","3227","11",
"1600000US0143744","Loachapoka town, Alabama","207","87",
"1600000US0143816","Lockhart town, Alabama","264","97",
"1600000US0143888","Locust Fork town, Alabama","1532","363",
"1600000US0144160","Lookout Mountain CDP, Alabama","1427","295",
"1600000US0144344","Louisville town, Alabama","562","177",
"1600000US0144536","Lowndesboro town, Alabama","113","70",
"1600000US0144608","Loxley town, Alabama","3566","23",
"1600000US0144728","Luverne city, Alabama","2716","31",
"1600000US0144800","Lynn town, Alabama","811","222",
"1600000US0145040","McCalla CDP, Alabama","13221","1561",
"1600000US0145208","McDonald Chapel CDP, Alabama","636","502",
"1600000US0145316","Macedonia CDP, Alabama","176","108",
"1600000US0145472","McIntosh town, Alabama","455","232",
"1600000US0145496","McKenzie town, Alabama","917","233",
"1600000US0145640","McMullen town, Alabama","16","19",
"1600000US0145784","Madison city, Alabama","55551","53",
"1600000US0145904","Madrid town, Alabama","278","76",
"1600000US0146072","Magnolia Springs town, Alabama","1443","477",
"1600000US0146192","Malcolm CDP, Alabama","88","111",
"1600000US0146264","Malvern town, Alabama","1711","348",
"1600000US0146504","Maplesville town, Alabama","673","235",
"1600000US0146600","Marbury CDP, Alabama","1893","740",
"1600000US0146696","Margaret town, Alabama","5118","18",
"1600000US0146768","Marion city, Alabama","3273","11",
"1600000US0147728","Maytown town, Alabama","257","82",
"1600000US0147740","Meadowbrook CDP, Alabama","9503","883",
"1600000US0147848","Megargel CDP, Alabama","0","13",
"1600000US0148052","Memphis town, Alabama","6","6",
"1600000US0148064","Mentone town, Alabama","340","106",
"1600000US0148112","Meridianville CDP, Alabama","8344","1003",
"1600000US0148376","Midfield city, Alabama","5219","27",
"1600000US0148400","Midland City town, Alabama","1901","343",
"1600000US0148424","Midway town, Alabama","568","197",
"1600000US0148616","Mignon CDP, Alabama","833","293",
"1600000US0148712","Millbrook city, Alabama","16675","238",
"1600000US0148784","Millerville CDP, Alabama","376","317",
"1600000US0148808","Millport town, Alabama","1181","421",
"1600000US0148832","Millry town, Alabama","620","229",
"1600000US0149072","Minor CDP, Alabama","1052","326",
"1600000US0150000","Mobile city, Alabama","187445","80",
"1600000US0150192","Monroeville city, Alabama","5953","18",
"1600000US0150312","Montevallo city, Alabama","6968","28",
"1600000US0151000","Montgomery city, Alabama","201022","44",
"1600000US0151096","Moody city, Alabama","13100","33",
"1600000US0151216","Moores Mill CDP, Alabama","5659","550",
"1600000US0151264","Mooresville town, Alabama","83","48",
"1600000US0151456","Morris town, Alabama","2248","485",
"1600000US0151469","Morrison Crossroads CDP, Alabama","130","88",
"1600000US0151520","Mosses town, Alabama","818","207",
"1600000US0151600","Moulton city, Alabama","3356","21",
"1600000US0151648","Moundville town, Alabama","2774","654",
"1600000US0151696","Mountain Brook city, Alabama","22184","35",
"1600000US0152320","Mount Olive CDP (Coosa County), Alabama","214","123",
"1600000US0152344","Mount Olive CDP (Jefferson County), Alabama","4178","766",
"1600000US0152608","Mount Vernon town, Alabama","1567","335",
"1600000US0152680","Movico CDP, Alabama","46","50",
"1600000US0152776","Mulga town, Alabama","682","124",
"1600000US0152848","Munford town, Alabama","1582","451",
"1600000US0153016","Muscle Shoals city, Alabama","15969","25",
"1600000US0153112","Myrtlewood town, Alabama","126","88",
"1600000US0153208","Nanafalia CDP, Alabama","54","48",
"1600000US0153232","Nances Creek CDP, Alabama","590","243",
"1600000US0153256","Napier Field town, Alabama","405","116",
"1600000US0153376","Natural Bridge town, Alabama","15","14",
"1600000US0153400","Nauvoo town, Alabama","185","74",
"1600000US0153448","Nectar town, Alabama","454","196",
"1600000US0153472","Needham town, Alabama","84","56",
"1600000US0153784","Newbern town, Alabama","275","130",
"1600000US0153856","New Brockton town, Alabama","1210","231",
"1600000US0154168","New Hope city, Alabama","2869","19",
"1600000US0154312","New Market CDP, Alabama","1006","435",
"1600000US0154432","New Site town, Alabama","830","212",
"1600000US0154480","Newton town, Alabama","1606","279",
"1600000US0154582","New Union CDP, Alabama","893","342",
"1600000US0154600","Newville town, Alabama","390","128",
"1600000US0154696","Nixburg CDP, Alabama","438","308",
"1600000US0155044","North Courtland town, Alabama","581","161",
"1600000US0155152","North Johns town, Alabama","160","79",
"1600000US0155200","Northport city, Alabama","30334","78",
"1600000US0155440","Notasulga town, Alabama","1082","323",
"1600000US0155752","Oak Grove town, Alabama","1123","439",
"1600000US0155848","Oak Hill town, Alabama","24","20",
"1600000US0155992","Oakman town, Alabama","814","323",
"1600000US0156400","Odenville city, Alabama","4800","36",
"1600000US0156472","Ohatchee town, Alabama","1161","249",
"1600000US0157000","Oneonta city, Alabama","6778","33",
"1600000US0157024","Onycha town, Alabama","139","70",
"1600000US0157048","Opelika city, Alabama","30810","48",
"1600000US0157120","Opp city, Alabama","6671","51",
"1600000US0157144","Orange Beach city, Alabama","7847","41",
"1600000US0157240","Orrville town, Alabama","139","63",
"1600000US0157384","Our Town CDP, Alabama","705","258",
"1600000US0157504","Owens Cross Roads town, Alabama","2484","22",
"1600000US0157576","Oxford city, Alabama","22210","35",
"1600000US0157648","Ozark city, Alabama","14396","52",
"1600000US0157696","Paint Rock town, Alabama","183","68",
"1600000US0157912","Panola CDP, Alabama","109","122",
"1600000US0158272","Parrish town, Alabama","1294","376",
"1600000US0158680","Pea Ridge CDP, Alabama","971","337",
"1600000US0158848","Pelham city, Alabama","24134","38",
"1600000US0158896","Pell City city, Alabama","12923","46",
"1600000US0158968","Pennington town, Alabama","604","230",
"1600000US0159016","Penton CDP, Alabama","77","101",
"1600000US0159064","Perdido CDP, Alabama","649","253",
"1600000US0159088","Perdido Beach town, Alabama","442","151",
"1600000US0159232","Peterman CDP, Alabama","35","30",
"1600000US0159328","Petrey town, Alabama","47","34",
"1600000US0159472","Phenix City city, Alabama","38216","49",
"1600000US0159496","Phil Campbell town, Alabama","725","238",
"1600000US0159592","Pickensville town, Alabama","790","218",
"1600000US0159640","Piedmont city, Alabama","4837","22",
"1600000US0159760","Pike Road town, Alabama","9193","53",
"1600000US0159832","Pinckard town, Alabama","666","150",
"1600000US0159880","Pine Apple town, Alabama","168","60",
"1600000US0160240","Pine Hill town, Alabama","865","238",
"1600000US0160264","Pine Level CDP, Alabama","3955","699",
"1600000US0160372","Pine Ridge town, Alabama","717","329",
"1600000US0160648","Pinson city, Alabama","7242","28",
"1600000US0160720","Pisgah town, Alabama","1134","442",
"1600000US0161008","Pleasant Grove city, Alabama","9638","40",
"1600000US0161038","Pleasant Groves town, Alabama","484","104",
"1600000US0161488","Point Clear CDP, Alabama","2043","514",
"1600000US0161536","Pollard town, Alabama","136","65",
"1600000US0162075","Powell town, Alabama","1029","268",
"1600000US0162328","Prattville city, Alabama","37977","584",
"1600000US0162472","Priceville town, Alabama","3479","29",
"1600000US0162496","Prichard city, Alabama","19645","67",
"1600000US0162688","Providence town, Alabama","88","36",
"1600000US0162952","Putnam CDP, Alabama","21","22",
"1600000US0163216","Ragland town, Alabama","1784","300",
"1600000US0163288","Rainbow City city, Alabama","10093","25",
"1600000US0163336","Rainsville city, Alabama","5466","22",
"1600000US0163408","Ranburne town, Alabama","560","184",
"1600000US0163495","Ray CDP, Alabama","399","175",
"1600000US0163576","Red Bay city, Alabama","3187","16",
"1600000US0163730","Redland CDP, Alabama","5301","849",
"1600000US0163768","Red Level town, Alabama","462","208",
"1600000US0163912","Redstone Arsenal CDP, Alabama","1199","184",
"1600000US0163984","Reece City town, Alabama","744","194",
"1600000US0164040","Reeltown CDP, Alabama","339","222",
"1600000US0164104","Reform town, Alabama","1929","361",
"1600000US0164152","Rehobeth town, Alabama","1713","259",
"1600000US0164248","Remlap CDP, Alabama","2520","516",
"1600000US0164368","Repton town, Alabama","329","147",
"1600000US0164656","Ridgeville town, Alabama","80","60",
"1600000US0164776","River Falls town, Alabama","603","262",
"1600000US0164920","Riverside city, Alabama","2411","420",
"1600000US0165016","Riverview town, Alabama","198","120",
"1600000US0165040","Roanoke city, Alabama","5368","37",
"1600000US0165208","Robertsdale city, Alabama","6603","34",
"1600000US0165412","Rock Creek CDP, Alabama","1520","377",
"1600000US0165472","Rockford town, Alabama","986","240",
"1600000US0165592","Rock Mills CDP, Alabama","577","261",
"1600000US0165784","Rockville CDP, Alabama","0","13",
"1600000US0166216","Rogersville town, Alabama","1339","249",
"1600000US0166408","Rosa town, Alabama","822","403",
"1600000US0167056","Russellville city, Alabama","10691","23",
"1600000US0167176","Rutledge town, Alabama","473","202",
"1600000US0167536","St. Florian town, Alabama","510","164",
"1600000US0167584","St. Stephens CDP, Alabama","422","292",
"1600000US0167608","Saks CDP, Alabama","10504","1109",
"1600000US0167800","Samson city, Alabama","1567","329",
"1600000US0167920","Sand Rock town, Alabama","798","274",
"1600000US0168016","Sanford town, Alabama","235","124",
"1600000US0168160","Saraland city, Alabama","15942","37",
"1600000US0168280","Sardis City town, Alabama","1818","347",
"1600000US0168352","Satsuma city, Alabama","6704","23",
"1600000US0168736","Scottsboro city, Alabama","15446","24",
"1600000US0169000","Section town, Alabama","953","300",
"1600000US0169120","Selma city, Alabama","18429","35",
"1600000US0169180","Selmont-West Selmont CDP, Alabama","1995","664",
"1600000US0169240","Semmes city, Alabama","4969","33",
"1600000US0169648","Sheffield city, Alabama","9305","22",
"1600000US0169672","Shelby CDP, Alabama","847","301",
"1600000US0169840","Shiloh town, Alabama","426","206",
"1600000US0169978","Shoal Creek CDP, Alabama","1308","237",
"1600000US0170128","Shorter town, Alabama","306","72",
"1600000US0170416","Silas town, Alabama","535","176",
"1600000US0170536","Silverhill town, Alabama","704","222",
"1600000US0170632","Sims Chapel CDP, Alabama","0","13",
"1600000US0170704","Sipsey town, Alabama","267","162",
"1600000US0170896","Skyline town, Alabama","1078","328",
"1600000US0171040","Slocomb city, Alabama","1816","370",
"1600000US0171190","Smiths Station city, Alabama","5420","24",
"1600000US0171201","Smoke Rise CDP, Alabama","1657","534",
"1600000US0171280","Snead town, Alabama","1211","364",
"1600000US0171496","Somerville town, Alabama","616","164",
"1600000US0171832","Southside city, Alabama","9253","93",
"1600000US0171900","South Vinemont town, Alabama","440","173",
"1600000US0171976","Spanish Fort city, Alabama","9720","21",
"1600000US0172408","Spring Garden CDP, Alabama","169","109",
"1600000US0172600","Springville city, Alabama","4747","15",
"1600000US0172672","Spruce Pine CDP, Alabama","81","58",
"1600000US0172720","Standing Rock CDP, Alabama","78","91",
"1600000US0172816","Stapleton CDP, Alabama","2527","1601",
"1600000US0172888","Steele town, Alabama","1299","401",
"1600000US0173056","Sterrett CDP, Alabama","771","231",
"1600000US0173080","Stevenson city, Alabama","2712","625",
"1600000US0173152","Stewartville CDP, Alabama","1804","453",
"1600000US0173272","Stockton CDP, Alabama","371","335",
"1600000US0173728","Sulligent city, Alabama","1611","292",
"1600000US0173848","Sumiton city, Alabama","2676","415",
"1600000US0173872","Summerdale town, Alabama","1512","351",
