"GEO_ID","NAME","B01003_001E","B01003_001M",
"1600000US0129464","Geneva city, Alabama","4407","18",
"1600000US0129560","Georgiana town, Alabama","1787","338",
"1600000US0129608","Geraldine town, Alabama","906","194",
"1600000US0129704","Gilbertown town, Alabama","162","70",
"1600000US0129944","Glen Allen town, Alabama","412","121",
"1600000US0129992","Glencoe city, Alabama","5116","19",
"1600000US0130160","Glenwood town, Alabama","189","64",
"1600000US0130448","Goldville town, Alabama","30","20",
"1600000US0130496","Good Hope city, Alabama","2578","406",
"1600000US0130640","Goodwater town, Alabama","1664","339",
"1600000US0130736","Gordo town, Alabama","1825","335",
"1600000US0130760","Gordon town, Alabama","289","75",
"1600000US0130808","Gordonville town, Alabama","203","80",
"1600000US0130880","Goshen town, Alabama","362","139",
"1600000US0131000","Graham CDP, Alabama","79","50",
"1600000US0131024","Grand Bay CDP, Alabama","4076","871",
"1600000US0131096","Grant town, Alabama","1017","219",
"1600000US0131348","Grayson Valley CDP, Alabama","5295","719",
"1600000US0131384","Graysville city, Alabama","1983","421",
"1600000US0131720","Greensboro city, Alabama","2452","423",
"1600000US0131912","Greenville city, Alabama","7766","36",
"1600000US0132056","Grimes town, Alabama","732","193",
"1600000US0132080","Grove Hill town, Alabama","1555","337",
"1600000US0132224","Guin city, Alabama","2413","316",
"1600000US0132248","Gulfcrest CDP, Alabama","316","285",
"1600000US0132272","Gulf Shores city, Alabama","11358","18",
"1600000US0132416","Guntersville city, Alabama","8333","47",
"1600000US0132440","Gurley town, Alabama","726","182",
"1600000US0132536","Gu-Win town, Alabama","120","50",
"1600000US0132560","Hackleburg town, Alabama","1281","251",
"1600000US0132584","Hackneyville CDP, Alabama","306","137",
"1600000US0132656","Haleburg town, Alabama","110","38",
"1600000US0132704","Haleyville city, Alabama","3999","17",
"1600000US0132848","Hamilton city, Alabama","6718","18",
"1600000US0132896","Hammondville town, Alabama","549","131",
"1600000US0132968","Hanceville city, Alabama","3297","22",
"1600000US0133256","Harpersville town, Alabama","1486","223",
"1600000US0133424","Hartford city, Alabama","2605","20",
"1600000US0133448","Hartselle city, Alabama","14395","42",
"1600000US0133472","Harvest CDP, Alabama","5839","1001",
"1600000US0133544","Hatton CDP, Alabama","119","71",
"1600000US0133640","Hayden town, Alabama","1207","249",
"1600000US0133712","Hayneville town, Alabama","1186","249",
"1600000US0133808","Hazel Green CDP, Alabama","3554","536",
"1600000US0133856","Headland city, Alabama","4648","20",
"1600000US0133904","Heath town, Alabama","286","90",
"1600000US0133976","Heflin city, Alabama","3448","18",
"1600000US0134024","Helena city, Alabama","17928","620",
"1600000US0134096","Henagar city, Alabama","1987","347",
"1600000US0134480","Highland Lake town, Alabama","380","88",
"1600000US0134490","Highland Lakes CDP, Alabama","5394","513",
"1600000US0134816","Hillsboro town, Alabama","612","147",
"1600000US0134984","Hissop CDP, Alabama","517","233",
"1600000US0135130","Hobson CDP, Alabama","194","109",
"1600000US0135152","Hobson City town, Alabama","1035","293",
"1600000US0135200","Hodges town, Alabama","339","97",
"1600000US0135392","Hokes Bluff city, Alabama","4294","18",
"1600000US0135512","Hollins CDP, Alabama","905","349",
"1600000US0135536","Hollis Crossroads CDP, Alabama","592","213",
"1600000US0135560","Holly Pond town, Alabama","947","220",
"1600000US0135632","Hollywood town, Alabama","1125","246",
"1600000US0135704","Holt CDP, Alabama","3955","700",
"1600000US0135752","Holtville CDP, Alabama","4402","608",
"1600000US0135800","Homewood city, Alabama","25678","58",
"1600000US0135896","Hoover city, Alabama","84150","56",
"1600000US0136088","Horn Hill town, Alabama","265","75",
"1600000US0136448","Hueytown city, Alabama","15698","47",
"1600000US0136592","Huguley CDP, Alabama","2335","286",
"1600000US0137000","Huntsville city, Alabama","190501","741",
"1600000US0137096","Hurtsboro town, Alabama","514","167",
"1600000US0137264","Hytop town, Alabama","460","118",
"1600000US0137312","Ider town, Alabama","807","168",
"1600000US0137465","Indian Springs Village city, Alabama","2578","27",
"1600000US0137864","Irondale city, Alabama","12453","62",
"1600000US0138032","Ivalee CDP, Alabama","915","197",
"1600000US0138152","Jackson city, Alabama","4913","37",
"1600000US0138248","Jacksons' Gap town, Alabama","804","241",
"1600000US0138272","Jacksonville city, Alabama","12731","24",
"1600000US0138416","Jasper city, Alabama","13854","41",
"1600000US0138608","Jemison city, Alabama","2618","26",
"1600000US0139064","Joppa CDP, Alabama","570","235",
"1600000US0139280","Kansas town, Alabama","196","72",
"1600000US0139472","Kellyton town, Alabama","215","91",
"1600000US0139520","Kennedy town, Alabama","458","113",
"1600000US0139784","Killen town, Alabama","1073","206",
"1600000US0139856","Kimberly city, Alabama","2960","19",
"1600000US0140072","Kinsey town, Alabama","2264","221",
"1600000US0140096","Kinston town, Alabama","620","120",
"1600000US0140648","Ladonia CDP, Alabama","2923","518",
"1600000US0140672","La Fayette city, Alabama","2956","20",
"1600000US0140888","Lakeview town, Alabama","170","70",
"1600000US0140928","Lake View town, Alabama","2967","404",
"1600000US0141296","Lanett city, Alabama","6341","29",
"1600000US0141368","Langston town, Alabama","253","83",
"1600000US0141968","Leeds city, Alabama","11847","405",
"1600000US0142016","Leesburg town, Alabama","1156","202",
"1600000US0142160","Leighton town, Alabama","990","238",
"1600000US0142304","Leroy CDP, Alabama","690","225",
"1600000US0142352","Lester town, Alabama","179","76",
"1600000US0142472","Level Plains town, Alabama","2060","382",
"1600000US0142640","Lexington town, Alabama","746","171",
"1600000US0142808","Libertyville town, Alabama","111","51",
"1600000US0142928","Lillian CDP, Alabama","1236","344",
"1600000US0143120","Lincoln city, Alabama","6544","21",
"1600000US0143240","Linden city, Alabama","2014","365",
"1600000US0143264","Lineville city, Alabama","2491","439",
"1600000US0143336","Lipscomb city, Alabama","2040","367",
"1600000US0143384","Lisman town, Alabama","628","201",
"1600000US0143648","Littleville town, Alabama","1152","252",
"1600000US0143720","Livingston city, Alabama","3416","14",
"1600000US0143744","Loachapoka town, Alabama","268","86",
"1600000US0143816","Lockhart town, Alabama","338","114",
"1600000US0143888","Locust Fork town, Alabama","1386","318",
"1600000US0144160","Lookout Mountain CDP, Alabama","1721","313",
"1600000US0144344","Louisville town, Alabama","524","195",
"1600000US0144536","Lowndesboro town, Alabama","100","38",
"1600000US0144608","Loxley town, Alabama","1825","382",
"1600000US0144728","Luverne city, Alabama","2769","41",
"1600000US0144800","Lynn town, Alabama","526","128",
"1600000US0145208","McDonald Chapel CDP, Alabama","610","251",
"1600000US0145316","Macedonia CDP, Alabama","215","83",
"1600000US0145472","McIntosh town, Alabama","384","263",
"1600000US0145496","McKenzie town, Alabama","437","129",
"1600000US0145640","McMullen town, Alabama","6","6",
"1600000US0145784","Madison city, Alabama","47079","36",
"1600000US0145904","Madrid town, Alabama","370","106",
"1600000US0146072","Magnolia Springs town, Alabama","715","210",
"1600000US0146192","Malcolm CDP, Alabama","391","202",
"1600000US0146264","Malvern town, Alabama","1949","409",
"1600000US0146504","Maplesville town, Alabama","747","159",
"1600000US0146600","Marbury CDP, Alabama","1926","487",
"1600000US0146696","Margaret town, Alabama","4653","24",
"1600000US0146768","Marion city, Alabama","3433","14",
"1600000US0147728","Maytown town, Alabama","304","71",
"1600000US0147740","Meadowbrook CDP, Alabama","9115","580",
"1600000US0147848","Megargel CDP, Alabama","13","27",
"1600000US0148052","Memphis town, Alabama","31","25",
"1600000US0148064","Mentone town, Alabama","356","78",
"1600000US0148112","Meridianville CDP, Alabama","6731","581",
"1600000US0148376","Midfield city, Alabama","5174","37",
"1600000US0148400","Midland City town, Alabama","2044","298",
"1600000US0148424","Midway town, Alabama","633","192",
"1600000US0148616","Mignon CDP, Alabama","1211","284",
"1600000US0148712","Millbrook city, Alabama","14994","41",
"1600000US0148784","Millerville CDP, Alabama","205","125",
"1600000US0148808","Millport town, Alabama","1087","175",
"1600000US0148832","Millry town, Alabama","646","184",
"1600000US0149072","Minor CDP, Alabama","1008","242",
"1600000US0150000","Mobile city, Alabama","192085","63",
"1600000US0150192","Monroeville city, Alabama","6072","16",
"1600000US0150312","Montevallo city, Alabama","6626","29",
"1600000US0151000","Montgomery city, Alabama","200761","49",
"1600000US0151096","Moody city, Alabama","12585","26",
"1600000US0151216","Moores Mill CDP, Alabama","6695","750",
"1600000US0151264","Mooresville town, Alabama","73","37",
"1600000US0151456","Morris town, Alabama","1810","257",
"1600000US0151469","Morrison Crossroads CDP, Alabama","287","133",
"1600000US0151520","Mosses town, Alabama","1078","189",
"1600000US0151600","Moulton city, Alabama","3310","21",
"1600000US0151648","Moundville town, Alabama","2650","441",
"1600000US0151696","Mountain Brook city, Alabama","20438","50",
"1600000US0152320","Mount Olive CDP (Coosa County), Alabama","284","175",
"1600000US0152344","Mount Olive CDP (Jefferson County), Alabama","3917","397",
"1600000US0152608","Mount Vernon town, Alabama","1225","273",
"1600000US0152680","Movico CDP, Alabama","102","76",
"1600000US0152776","Mulga town, Alabama","823","171",
"1600000US0152848","Munford town, Alabama","1204","330",
"1600000US0153016","Muscle Shoals city, Alabama","13701","25",
"1600000US0153112","Myrtlewood town, Alabama","132","53",
"1600000US0153208","Nanafalia CDP, Alabama","56","50",
"1600000US0153232","Nances Creek CDP, Alabama","430","167",
"1600000US0153256","Napier Field town, Alabama","438","151",
"1600000US0153376","Natural Bridge town, Alabama","12","13",
"1600000US0153400","Nauvoo town, Alabama","180","62",
"1600000US0153448","Nectar town, Alabama","337","115",
"1600000US0153472","Needham town, Alabama","110","52",
"1600000US0153784","Newbern town, Alabama","167","62",
"1600000US0153856","New Brockton town, Alabama","1303","177",
"1600000US0154168","New Hope city, Alabama","2817","43",
"1600000US0154312","New Market CDP, Alabama","1306","435",
"1600000US0154432","New Site town, Alabama","827","141",
"1600000US0154480","Newton town, Alabama","1643","238",
"1600000US0154582","New Union CDP, Alabama","1100","466",
"1600000US0154600","Newville town, Alabama","427","121",
"1600000US0155044","North Courtland town, Alabama","737","132",
"1600000US0155152","North Johns town, Alabama","198","81",
"1600000US0155200","Northport city, Alabama","24708","38",
"1600000US0155440","Notasulga town, Alabama","1037","189",
"1600000US0155752","Oak Grove town, Alabama","566","148",
"1600000US0155848","Oak Hill town, Alabama","11","10",
"1600000US0155992","Oakman town, Alabama","657","188",
"1600000US0156400","Odenville town, Alabama","3713","22",
"1600000US0156472","Ohatchee town, Alabama","1187","189",
"1600000US0157000","Oneonta city, Alabama","6585","20",
"1600000US0157024","Onycha town, Alabama","133","79",
"1600000US0157048","Opelika city, Alabama","29372","24",
"1600000US0157120","Opp city, Alabama","6580","46",
"1600000US0157144","Orange Beach city, Alabama","5826","23",
"1600000US0157240","Orrville town, Alabama","154","68",
"1600000US0157384","Our Town CDP, Alabama","430","223",
"1600000US0157504","Owens Cross Roads town, Alabama","1795","327",
"1600000US0157576","Oxford city, Alabama","21231","75",
"1600000US0157648","Ozark city, Alabama","14546","28",
"1600000US0157696","Paint Rock town, Alabama","217","56",
"1600000US0157912","Panola CDP, Alabama","43","69",
"1600000US0158272","Parrish town, Alabama","934","207",
"1600000US0158848","Pelham city, Alabama","22941","40",
"1600000US0158896","Pell City city, Alabama","13465","31",
"1600000US0158968","Pennington town, Alabama","255","81",
"1600000US0159016","Penton CDP, Alabama","120","93",
"1600000US0159064","Perdido CDP, Alabama","745","278",
"1600000US0159088","Perdido Beach town, Alabama","522","94",
"1600000US0159232","Peterman CDP, Alabama","161","121",
"1600000US0159328","Petrey town, Alabama","63","38",
"1600000US0159472","Phenix City city, Alabama","36870","49",
"1600000US0159496","Phil Campbell town, Alabama","1352","347",
"1600000US0159592","Pickensville town, Alabama","858","218",
"1600000US0159640","Piedmont city, Alabama","4673","34",
"1600000US0159760","Pike Road town, Alabama","8417","57",
"1600000US0159832","Pinckard town, Alabama","481","126",
"1600000US0159880","Pine Apple town, Alabama","169","80",
"1600000US0160240","Pine Hill town, Alabama","824","245",
"1600000US0160264","Pine Level CDP, Alabama","4537","710",
"1600000US0160372","Pine Ridge town, Alabama","229","97",
"1600000US0160648","Pinson city, Alabama","7563","43",
"1600000US0160720","Pisgah town, Alabama","766","186",
"1600000US0161008","Pleasant Grove city, Alabama","10224","31",
"1600000US0161038","Pleasant Groves town, Alabama","454","90",
"1600000US0161488","Point Clear CDP, Alabama","2761","641",
"1600000US0161536","Pollard town, Alabama","208","128",
"1600000US0162075","Powell town, Alabama","1165","264",
"1600000US0162328","Prattville city, Alabama","35286","472",
"1600000US0162472","Priceville town, Alabama","3179","22",
"1600000US0162496","Prichard city, Alabama","22063","74",
"1600000US0162688","Providence town, Alabama","221","76",
"1600000US0162952","Putnam CDP, Alabama","71","47",
"1600000US0163216","Ragland town, Alabama","1896","369",
"1600000US0163288","Rainbow City city, Alabama","9560","58",
"1600000US0163336","Rainsville city, Alabama","5012","24",
"1600000US0163408","Ranburne town, Alabama","571","132",
"1600000US0163495","Ray CDP, Alabama","320","214",
"1600000US0163576","Red Bay city, Alabama","3099","19",
"1600000US0163730","Redland CDP, Alabama","4030","417",
"1600000US0163768","Red Level town, Alabama","331","83",
"1600000US0163912","Redstone Arsenal CDP, Alabama","1476","229",
"1600000US0163984","Reece City town, Alabama","794","155",
"1600000US0164040","Reeltown CDP, Alabama","345","167",
"1600000US0164104","Reform town, Alabama","1862","321",
"1600000US0164152","Rehobeth town, Alabama","1713","298",
"1600000US0164368","Repton town, Alabama","233","110",
"1600000US0164656","Ridgeville town, Alabama","111","56",
"1600000US0164776","River Falls town, Alabama","693","206",
"1600000US0164920","Riverside city, Alabama","2431","502",
"1600000US0165016","Riverview town, Alabama","114","47",
"1600000US0165040","Roanoke city, Alabama","5925","18",
"1600000US0165208","Robertsdale city, Alabama","5853","20",
"1600000US0165412","Rock Creek CDP, Alabama","1338","254",
"1600000US0165472","Rockford town, Alabama","527","132",
"1600000US0165592","Rock Mills CDP, Alabama","540","175",
"1600000US0165784","Rockville CDP, Alabama","44","47",
"1600000US0166216","Rogersville town, Alabama","1134","218",
"1600000US0166408","Rosa town, Alabama","493","143",
"1600000US0167056","Russellville city, Alabama","9715","36",
"1600000US0167176","Rutledge town, Alabama","355","107",
"1600000US0167536","St. Florian town, Alabama","432","89",
"1600000US0167584","St. Stephens CDP, Alabama","486","225",
"1600000US0167608","Saks CDP, Alabama","10535","708",
"1600000US0167800","Samson city, Alabama","2046","286",
"1600000US0167920","Sand Rock town, Alabama","475","113",
"1600000US0168016","Sanford town, Alabama","173","62",
"1600000US0168160","Saraland city, Alabama","14026","31",
"1600000US0168280","Sardis City town, Alabama","1649","250",
"1600000US0168352","Satsuma city, Alabama","6145","17",
"1600000US0168736","Scottsboro city, Alabama","14584","28",
"1600000US0169000","Section town, Alabama","846","156",
"1600000US0169120","Selma city, Alabama","19176","23",
"1600000US0169180","Selmont-West Selmont CDP, Alabama","2250","520",
"1600000US0169240","Semmes city, Alabama","4554","18",
"1600000US0169648","Sheffield city, Alabama","9007","46",
"1600000US0169672","Shelby CDP, Alabama","1413","732",
"1600000US0169840","Shiloh town, Alabama","327","94",
"1600000US0169978","Shoal Creek CDP, Alabama","1376","247",
"1600000US0170128","Shorter town, Alabama","426","109",
"1600000US0170416","Silas town, Alabama","465","126",
"1600000US0170536","Silverhill town, Alabama","737","193",
"1600000US0170632","Sims Chapel CDP, Alabama","117","118",
"1600000US0170704","Sipsey town, Alabama","422","157",
"1600000US0170896","Skyline town, Alabama","950","172",
"1600000US0171040","Slocomb city, Alabama","1806","302",
"1600000US0171190","Smiths Station city, Alabama","5311","35",
"1600000US0171201","Smoke Rise CDP, Alabama","2383","581",
"1600000US0171280","Snead town, Alabama","710","121",
"1600000US0171496","Somerville town, Alabama","659","154",
"1600000US0171832","Southside city, Alabama","8679","194",
"1600000US0171900","South Vinemont town, Alabama","643","231",
"1600000US0171976","Spanish Fort city, Alabama","8017","27",
"1600000US0172408","Spring Garden CDP, Alabama","209","141",
"1600000US0172600","Springville city, Alabama","4183","15",
"1600000US0172672","Spruce Pine CDP, Alabama","172","162",
"1600000US0172720","Standing Rock CDP, Alabama","104","77",
"1600000US0172816","Stapleton CDP, Alabama","1568","570",
"1600000US0172888","Steele town, Alabama","1050","170",
"1600000US0173056","Sterrett CDP, Alabama","934","330",
"1600000US0173080","Stevenson town, Alabama","1982","462",
"1600000US0173152","Stewartville CDP, Alabama","1634","424",
"1600000US0173272","Stockton CDP, Alabama","577","325",
"1600000US0173728","Sulligent city, Alabama","1883","343",
"1600000US0173848","Sumiton city, Alabama","2662","395",
"1600000US0173872","Summerdale town, Alabama","995","271",
"1600000US0174160","Susan Moore town, Alabama","646","136",
"1600000US0174304","Sweet Water town, Alabama","323","128",
"1600000US0174352","Sylacauga city, Alabama","12492","36",
"1600000US0174400","Sylvania town, Alabama","2231","367",
"1600000US0174424","Sylvan Springs town, Alabama","1598","259",
"1600000US0174592","Talladega city, Alabama","15747","36",
"1600000US0174616","Talladega Springs town, Alabama","261","119",
"1600000US0174688","Tallassee city, Alabama","4970","542",
