"GEO_ID","NAME","B01003_001E","B01003_001M",
"1600000US0104852","Bear Creek town, Alabama","1256","289",
"1600000US0104900","Beatrice town, Alabama","310","127",
"1600000US0104948","Beaverton town, Alabama","241","98",
"1600000US0105140","Belgreen CDP, Alabama","76","45",
"1600000US0105164","Belk town, Alabama","243","79",
"1600000US0105188","Bellamy CDP, Alabama","380","201",
"1600000US0105212","Belle Fontaine CDP, Alabama","532","207",
"1600000US0105692","Benton town, Alabama","47","39",
"1600000US0105932","Berry town, Alabama","1400","318",
"1600000US0105980","Bessemer city, Alabama","26759","59",
"1600000US0106460","Billingsley town, Alabama","121","51",
"1600000US0107000","Birmingham city, Alabama","212021","505",
"1600000US0107120","Black town, Alabama","197","67",
"1600000US0107456","Blountsville town, Alabama","1838","376",
"1600000US0107588","Blue Ridge CDP, Alabama","1602","202",
"1600000US0107672","Blue Springs town, Alabama","95","37",
"1600000US0107912","Boaz city, Alabama","9553","286",
"1600000US0108104","Boligee town, Alabama","519","191",
"1600000US0108248","Bon Air town, Alabama","87","36",
"1600000US0108272","Bon Secour CDP, Alabama","1011","436",
"1600000US0108680","Boykin CDP, Alabama","134","106",
"1600000US0109016","Brantley town, Alabama","828","210",
"1600000US0109064","Brantleyville CDP, Alabama","987","206",
"1600000US0109136","Brent city, Alabama","4840","12",
"1600000US0109208","Brewton city, Alabama","5263","33",
"1600000US0109328","Bridgeport city, Alabama","2303","334",
"1600000US0109400","Brighton city, Alabama","2823","22",
"1600000US0109424","Brilliant town, Alabama","1037","203",
"1600000US0109457","Bristow Cove CDP, Alabama","769","346",
"1600000US0109500","Brook Highland CDP, Alabama","7116","635",
"1600000US0109736","Brookside town, Alabama","1538","356",
"1600000US0109808","Brookwood town, Alabama","2192","303",
"1600000US0109880","Broomtown CDP, Alabama","198","101",
"1600000US0110240","Brundidge city, Alabama","2295","319",
"1600000US0110456","Bucks CDP, Alabama","68","82",
"1600000US0111032","Butler town, Alabama","2136","351",
"1600000US0111416","Calera city, Alabama","13557","33",
"1600000US0111488","Calvert CDP, Alabama","957","432",
"1600000US0111512","Camden city, Alabama","2142","343",
"1600000US0111680","Camp Hill town, Alabama","1101","244",
"1600000US0112016","Carbon Hill city, Alabama","1402","273",
"1600000US0112040","Cardiff town, Alabama","43","38",
"1600000US0112070","Carlisle-Rockledge CDP, Alabama","2391","389",
"1600000US0112112","Carlton CDP, Alabama","36","33",
"1600000US0112160","Carolina town, Alabama","258","82",
"1600000US0112304","Carrollton town, Alabama","1056","250",
"1600000US0112496","Castleberry town, Alabama","510","125",
"1600000US0112544","Catherine CDP, Alabama","21","31",
"1600000US0112760","Cedar Bluff town, Alabama","2067","301",
"1600000US0113264","Center Point city, Alabama","16460","36",
"1600000US0113648","Centre city, Alabama","3505","23",
"1600000US0113672","Centreville city, Alabama","2677","20",
"1600000US0114008","Chatom town, Alabama","980","260",
"1600000US0114104","Chelsea city, Alabama","12643","53",
"1600000US0114152","Cherokee town, Alabama","814","194",
"1600000US0114392","Chickasaw city, Alabama","5837","47",
"1600000US0114464","Childersburg city, Alabama","4959","16",
"1600000US0114728","Choccolocco CDP, Alabama","2396","456",
"1600000US0114968","Chunchula CDP, Alabama","142","110",
"1600000US0115064","Citronelle city, Alabama","3911","15",
"1600000US0115136","Clanton city, Alabama","8724","22",
"1600000US0115256","Clay city, Alabama","9653","29",
"1600000US0115304","Clayhatchee town, Alabama","513","188",
"1600000US0115376","Clayton town, Alabama","2900","19",
"1600000US0115472","Cleveland town, Alabama","1167","203",
"1600000US0115640","Clio city, Alabama","1018","247",
"1600000US0116000","Coaling town, Alabama","1635","367",
"1600000US0116080","Coats Bend CDP, Alabama","1600","413",
"1600000US0116240","Coffee Springs town, Alabama","195","85",
"1600000US0116264","Coffeeville town, Alabama","420","160",
"1600000US0116312","Coker town, Alabama","682","138",
"1600000US0116600","Collinsville town, Alabama","2074","417",
"1600000US0116684","Colony town, Alabama","434","155",
"1600000US0116744","Columbia town, Alabama","661","148",
"1600000US0116768","Columbiana city, Alabama","4420","22",
"1600000US0116936","Concord CDP, Alabama","1690","334",
"1600000US0117176","Coosada town, Alabama","1116","202",
"1600000US0117368","Cordova city, Alabama","1927","293",
"1600000US0117704","Cottondale CDP, Alabama","3469","512",
"1600000US0117824","Cottonwood town, Alabama","1291","204",
"1600000US0117968","County Line town, Alabama","274","142",
"1600000US0118040","Courtland town, Alabama","771","201",
"1600000US0118088","Cowarts town, Alabama","2223","185",
"1600000US0118304","Creola city, Alabama","1887","371",
"1600000US0118856","Crossville town, Alabama","1945","357",
"1600000US0118952","Cuba town, Alabama","410","117",
"1600000US0118976","Cullman city, Alabama","15558","30",
"1600000US0119024","Cullomburg CDP, Alabama","155","101",
"1600000US0119216","Cusseta town, Alabama","112","43",
"1600000US0119336","Dadeville city, Alabama","3115","15",
"1600000US0119360","Daleville city, Alabama","5113","15",
"1600000US0119648","Daphne city, Alabama","25361","28",
"1600000US0119744","Dauphin Island town, Alabama","1229","176",
"1600000US0119816","Daviston town, Alabama","186","48",
"1600000US0119912","Dayton town, Alabama","26","26",
"1600000US0120008","Deatsville town, Alabama","1350","336",
"1600000US0120104","Decatur city, Alabama","54617","36",
"1600000US0120152","Deer Park CDP, Alabama","134","129",
"1600000US0120272","Delta CDP, Alabama","219","149",
"1600000US0120296","Demopolis city, Alabama","6918","20",
"1600000US0120392","Detroit town, Alabama","181","64",
"1600000US0120955","Dodge City town, Alabama","554","124",
"1600000US0121136","Dora city, Alabama","2200","318",
"1600000US0121184","Dothan city, Alabama","67872","319",
"1600000US0121280","Double Springs town, Alabama","1408","317",
"1600000US0121328","Douglas town, Alabama","1077","208",
"1600000US0121448","Dozier town, Alabama","367","98",
"1600000US0121890","Dunnavant CDP, Alabama","914","223",
"1600000US0121952","Dutton town, Alabama","411","124",
"1600000US0122216","East Brewton city, Alabama","2963","581",
"1600000US0122504","East Point CDP, Alabama","97","73",
"1600000US0122816","Eclectic town, Alabama","1042","267",
"1600000US0123032","Edgewater CDP, Alabama","743","317",
"1600000US0123176","Edwardsville town, Alabama","197","83",
"1600000US0123224","Egypt CDP, Alabama","774","273",
"1600000US0123296","Elba city, Alabama","3852","21",
"1600000US0123320","Elberta town, Alabama","1741","303",
"1600000US0123344","Eldridge town, Alabama","134","56",
"1600000US0123488","Elkmont town, Alabama","490","147",
"1600000US0123656","Elmore town, Alabama","1607","343",
"1600000US0123872","Emelle town, Alabama","69","51",
"1600000US0123880","Emerald Mountain CDP, Alabama","3200","549",
"1600000US0124184","Enterprise city, Alabama","27859","209",
"1600000US0124256","Epes town, Alabama","482","358",
"1600000US0124472","Ethelsville town, Alabama","169","111",
"1600000US0124568","Eufaula city, Alabama","12289","59",
"1600000US0124616","Eunola CDP, Alabama","239","151",
"1600000US0124664","Eutaw town, Alabama","2722","11",
"1600000US0124688","Eva town, Alabama","560","167",
"1600000US0124808","Evergreen city, Alabama","3705","23",
"1600000US0124880","Excel town, Alabama","1013","275",
"1600000US0125120","Fairfield city, Alabama","10790","49",
"1600000US0125216","Fairford CDP, Alabama","64","113",
"1600000US0125240","Fairhope city, Alabama","20327","30",
"1600000US0125384","Fairview town, Alabama","497","180",
"1600000US0125648","Falkville town, Alabama","1373","261",
"1600000US0125816","Faunsdale town, Alabama","32","26",
"1600000US0125840","Fayette city, Alabama","4385","31",
"1600000US0125864","Fayetteville CDP, Alabama","1432","436",
"1600000US0126152","Fitzpatrick CDP, Alabama","41","64",
"1600000US0126200","Five Points town, Alabama","258","140",
"1600000US0126824","Flomaton town, Alabama","1695","364",
"1600000US0126848","Florala town, Alabama","1549","300",
"1600000US0126896","Florence city, Alabama","40104","39",
"1600000US0126992","Foley city, Alabama","17818","60",
"1600000US0127088","Forestdale CDP, Alabama","9273","722",
"1600000US0127376","Forkland town, Alabama","794","243",
"1600000US0127520","Fort Deposit town, Alabama","1630","332",
"1600000US0127616","Fort Payne city, Alabama","14006","32",
"1600000US0127640","Fort Rucker CDP, Alabama","5134","429",
"1600000US0128024","Franklin town, Alabama","186","83",
"1600000US0128120","Fredonia CDP, Alabama","220","112",
"1600000US0128312","Frisco City town, Alabama","1459","430",
"1600000US0128408","Fruitdale CDP, Alabama","224","169",
"1600000US0128432","Fruithurst town, Alabama","254","87",
"1600000US0128504","Fulton town, Alabama","208","87",
"1600000US0128552","Fultondale city, Alabama","9097","27",
"1600000US0128672","Fyffe town, Alabama","1357","341",
"1600000US0128696","Gadsden city, Alabama","35624","33",
"1600000US0128768","Gainesville town, Alabama","161","76",
"1600000US0128816","Gallant CDP, Alabama","743","242",
"1600000US0128936","Gantt town, Alabama","128","59",
"1600000US0129032","Garden City town, Alabama","553","161",
"1600000US0129056","Gardendale city, Alabama","13875","44",
"1600000US0129296","Gaylesville town, Alabama","191","60",
"1600000US0129392","Geiger town, Alabama","314","98",
"1600000US0129464","Geneva city, Alabama","4379","27",
"1600000US0129560","Georgiana town, Alabama","1914","321",
"1600000US0129608","Geraldine town, Alabama","929","243",
"1600000US0129704","Gilbertown town, Alabama","166","81",
"1600000US0129944","Glen Allen town, Alabama","435","133",
"1600000US0129992","Glencoe city, Alabama","5120","28",
"1600000US0130160","Glenwood town, Alabama","221","82",
"1600000US0130448","Goldville town, Alabama","33","18",
"1600000US0130496","Good Hope city, Alabama","2793","528",
"1600000US0130640","Goodwater town, Alabama","1311","265",
"1600000US0130736","Gordo town, Alabama","1856","299",
"1600000US0130760","Gordon town, Alabama","237","67",
"1600000US0130808","Gordonville town, Alabama","185","66",
"1600000US0130880","Goshen town, Alabama","223","96",
"1600000US0131000","Graham CDP, Alabama","84","60",
"1600000US0131024","Grand Bay CDP, Alabama","4090","834",
"1600000US0131096","Grant town, Alabama","933","195",
"1600000US0131348","Grayson Valley CDP, Alabama","5986","820",
"1600000US0131384","Graysville city, Alabama","1965","378",
"1600000US0131720","Greensboro city, Alabama","2870","523",
"1600000US0131912","Greenville city, Alabama","7714","25",
"1600000US0132056","Grimes town, Alabama","731","198",
"1600000US0132080","Grove Hill town, Alabama","1573","290",
"1600000US0132224","Guin city, Alabama","2561","319",
"1600000US0132248","Gulfcrest CDP, Alabama","321","249",
"1600000US0132272","Gulf Shores city, Alabama","12033","25",
"1600000US0132416","Guntersville city, Alabama","8377","43",
"1600000US0132440","Gurley town, Alabama","738","152",
"1600000US0132536","Gu-Win town, Alabama","118","60",
"1600000US0132560","Hackleburg town, Alabama","1341","235",
"1600000US0132584","Hackneyville CDP, Alabama","337","133",
"1600000US0132656","Haleburg town, Alabama","132","49",
"1600000US0132704","Haleyville city, Alabama","3996","69",
"1600000US0132848","Hamilton city, Alabama","6664","32",
"1600000US0132896","Hammondville town, Alabama","526","122",
"1600000US0132968","Hanceville city, Alabama","3340","15",
"1600000US0133256","Harpersville town, Alabama","1506","186",
"1600000US0133424","Hartford city, Alabama","2604","24",
"1600000US0133448","Hartselle city, Alabama","14405","25",
"1600000US0133472","Harvest CDP, Alabama","5700","1009",
"1600000US0133544","Hatton CDP, Alabama","106","62",
"1600000US0133640","Hayden town, Alabama","1252","277",
"1600000US0133712","Hayneville town, Alabama","1028","257",
"1600000US0133808","Hazel Green CDP, Alabama","3452","560",
"1600000US0133856","Headland city, Alabama","4661","20",
"1600000US0133904","Heath town, Alabama","339","110",
"1600000US0133976","Heflin city, Alabama","3449","23",
"1600000US0134024","Helena city, Alabama","17861","518",
"1600000US0134096","Henagar city, Alabama","2059","358",
"1600000US0134480","Highland Lake town, Alabama","360","86",
"1600000US0134490","Highland Lakes CDP, Alabama","5500","533",
"1600000US0134816","Hillsboro town, Alabama","618","154",
"1600000US0134984","Hissop CDP, Alabama","461","277",
"1600000US0135130","Hobson CDP, Alabama","147","103",
"1600000US0135152","Hobson City town, Alabama","724","236",
"1600000US0135200","Hodges town, Alabama","324","99",
"1600000US0135392","Hokes Bluff city, Alabama","4271","39",
"1600000US0135512","Hollins CDP, Alabama","892","419",
"1600000US0135536","Hollis Crossroads CDP, Alabama","591","234",
"1600000US0135560","Holly Pond town, Alabama","953","208",
"1600000US0135632","Hollywood town, Alabama","1088","258",
"1600000US0135704","Holt CDP, Alabama","4159","722",
"1600000US0135752","Holtville CDP, Alabama","4133","728",
"1600000US0135800","Homewood city, Alabama","25595","45",
"1600000US0135896","Hoover city, Alabama","84480","67",
"1600000US0136088","Horn Hill town, Alabama","262","74",
"1600000US0136448","Hueytown city, Alabama","15583","35",
"1600000US0136592","Huguley CDP, Alabama","2273","322",
"1600000US0137000","Huntsville city, Alabama","193663","857",
"1600000US0137096","Hurtsboro town, Alabama","551","159",
"1600000US0137264","Hytop town, Alabama","394","96",
"1600000US0137312","Ider town, Alabama","644","144",
"1600000US0137465","Indian Springs Village city, Alabama","2590","23",
"1600000US0137864","Irondale city, Alabama","12474","33",
"1600000US0138032","Ivalee CDP, Alabama","886","259",
"1600000US0138152","Jackson city, Alabama","4851","42",
"1600000US0138248","Jacksons' Gap town, Alabama","779","169",
"1600000US0138272","Jacksonville city, Alabama","12654","25",
"1600000US0138416","Jasper city, Alabama","13727","49",
"1600000US0138608","Jemison city, Alabama","2637","42",
"1600000US0139064","Joppa CDP, Alabama","690","253",
"1600000US0139280","Kansas town, Alabama","187","60",
"1600000US0139472","Kellyton town, Alabama","196","102",
"1600000US0139520","Kennedy town, Alabama","424","118",
"1600000US0139784","Killen town, Alabama","1196","235",
"1600000US0139856","Kimberly city, Alabama","3073","26",
"1600000US0140072","Kinsey town, Alabama","2211","209",
"1600000US0140096","Kinston town, Alabama","708","148",
"1600000US0140648","Ladonia CDP, Alabama","3444","694",
"1600000US0140672","La Fayette city, Alabama","2945","30",
"1600000US0140888","Lakeview town, Alabama","154","73",
"1600000US0140928","Lake View town, Alabama","3028","421",
"1600000US0141296","Lanett city, Alabama","6318","26",
"1600000US0141368","Langston town, Alabama","216","69",
"1600000US0141968","Leeds city, Alabama","12348","472",
"1600000US0142016","Leesburg town, Alabama","1092","236",
"1600000US0142160","Leighton town, Alabama","1088","279",
"1600000US0142304","Leroy CDP, Alabama","685","193",
"1600000US0142352","Lester town, Alabama","190","85",
"1600000US0142472","Level Plains town, Alabama","2478","404",
"1600000US0142640","Lexington town, Alabama","927","217",
"1600000US0142808","Libertyville town, Alabama","85","41",
"1600000US0142928","Lillian CDP, Alabama","1330","402",
"1600000US0143120","Lincoln city, Alabama","6600","20",
"1600000US0143240","Linden city, Alabama","2041","374",
"1600000US0143264","Lineville city, Alabama","2471","454",
"1600000US0143336","Lipscomb city, Alabama","2024","325",
"1600000US0143384","Lisman town, Alabama","627","204",
"1600000US0143648","Littleville town, Alabama","1104","256",
"1600000US0143720","Livingston city, Alabama","3410","13",
"1600000US0143744","Loachapoka town, Alabama","251","89",
"1600000US0143816","Lockhart town, Alabama","282","96",
"1600000US0143888","Locust Fork town, Alabama","1631","375",
"1600000US0144160","Lookout Mountain CDP, Alabama","1805","311",
"1600000US0144344","Louisville town, Alabama","496","161",
"1600000US0144536","Lowndesboro town, Alabama","99","43",
"1600000US0144608","Loxley town, Alabama","2077","23",
"1600000US0144728","Luverne city, Alabama","2771","20",
"1600000US0144800","Lynn town, Alabama","562","110",
"1600000US0145208","McDonald Chapel CDP, Alabama","633","215",
"1600000US0145316","Macedonia CDP, Alabama","197","79",
"1600000US0145472","McIntosh town, Alabama","431","235",
"1600000US0145496","McKenzie town, Alabama","608","151",
"1600000US0145640","McMullen town, Alabama","5","6",
"1600000US0145784","Madison city, Alabama","48275","33",
"1600000US0145904","Madrid town, Alabama","301","89",
"1600000US0146072","Magnolia Springs town, Alabama","815","238",
"1600000US0146192","Malcolm CDP, Alabama","358","238",
"1600000US0146264","Malvern town, Alabama","1773","337",
"1600000US0146504","Maplesville town, Alabama","752","177",
"1600000US0146600","Marbury CDP, Alabama","1573","480",
"1600000US0146696","Margaret town, Alabama","4752","17",
"1600000US0146768","Marion city, Alabama","3359","16",
"1600000US0147728","Maytown town, Alabama","328","83",
"1600000US0147740","Meadowbrook CDP, Alabama","9387","538",
"1600000US0147848","Megargel CDP, Alabama","12","25",
"1600000US0148052","Memphis town, Alabama","32","21",
"1600000US0148064","Mentone town, Alabama","305","65",
"1600000US0148112","Meridianville CDP, Alabama","6609","783",
"1600000US0148376","Midfield city, Alabama","5158","25",
"1600000US0148400","Midland City town, Alabama","2144","294",
"1600000US0148424","Midway town, Alabama","703","280",
"1600000US0148616","Mignon CDP, Alabama","974","279",
"1600000US0148712","Millbrook city, Alabama","15160","108",
"1600000US0148784","Millerville CDP, Alabama","158","105",
"1600000US0148808","Millport town, Alabama","1061","203",
"1600000US0148832","Millry town, Alabama","602","194",
"1600000US0149072","Minor CDP, Alabama","1074","204",
"1600000US0150000","Mobile city, Alabama","191485","94",
"1600000US0150192","Monroeville city, Alabama","6011","20",
"1600000US0150312","Montevallo city, Alabama","6654","30",
"1600000US0151000","Montgomery city, Alabama","200156","88",
"1600000US0151096","Moody city, Alabama","12752","28",
"1600000US0151216","Moores Mill CDP, Alabama","6815","757",
"1600000US0151264","Mooresville town, Alabama","89","47",
"1600000US0151456","Morris town, Alabama","1831","226",
"1600000US0151469","Morrison Crossroads CDP, Alabama","253","121",
"1600000US0151520","Mosses town, Alabama","1073","213",
"1600000US0151600","Moulton city, Alabama","3283","16",
"1600000US0151648","Moundville town, Alabama","2774","431",
"1600000US0151696","Mountain Brook city, Alabama","20466","49",
"1600000US0152320","Mount Olive CDP (Coosa County), Alabama","315","174",
"1600000US0152344","Mount Olive CDP (Jefferson County), Alabama","4021","505",
"1600000US0152608","Mount Vernon town, Alabama","1243","223",
"1600000US0152680","Movico CDP, Alabama","88","60",
"1600000US0152776","Mulga town, Alabama","803","177",
"1600000US0152848","Munford town, Alabama","1305","378",
"1600000US0153016","Muscle Shoals city, Alabama","13874","33",
"1600000US0153112","Myrtlewood town, Alabama","122","48",
"1600000US0153208","Nanafalia CDP, Alabama","42","32",
"1600000US0153232","Nances Creek CDP, Alabama","494","193",
"1600000US0153256","Napier Field town, Alabama","418","160",
"1600000US0153376","Natural Bridge town, Alabama","14","16",
"1600000US0153400","Nauvoo town, Alabama","160","52",
"1600000US0153448","Nectar town, Alabama","330","106",
"1600000US0153472","Needham town, Alabama","113","47",
"1600000US0153784","Newbern town, Alabama","203","84",
"1600000US0153856","New Brockton town, Alabama","1127","162",
"1600000US0154168","New Hope city, Alabama","2856","36",
"1600000US0154312","New Market CDP, Alabama","1205","399",
"1600000US0154432","New Site town, Alabama","791","158",
"1600000US0154480","Newton town, Alabama","1722","298",
"1600000US0154582","New Union CDP, Alabama","1091","430",
"1600000US0154600","Newville town, Alabama","402","120",
"1600000US0155044","North Courtland town, Alabama","704","176",
"1600000US0155152","North Johns town, Alabama","188","68",
"1600000US0155200","Northport city, Alabama","25457","51",
"1600000US0155440","Notasulga town, Alabama","953","243",
"1600000US0155752","Oak Grove town, Alabama","605","175",
"1600000US0155848","Oak Hill town, Alabama","22","16",
"1600000US0155992","Oakman town, Alabama","691","166",
"1600000US0156400","Odenville town, Alabama","3751","21",
"1600000US0156472","Ohatchee town, Alabama","1293","238",
"1600000US0157000","Oneonta city, Alabama","6575","37",
"1600000US0157024","Onycha town, Alabama","119","84",
"1600000US0157048","Opelika city, Alabama","29798","38",
"1600000US0157120","Opp city, Alabama","6520","28",
"1600000US0157144","Orange Beach city, Alabama","5927","31",
"1600000US0157240","Orrville town, Alabama","175","63",
"1600000US0157384","Our Town CDP, Alabama","519","269",
"1600000US0157504","Owens Cross Roads town, Alabama","2029","330",
"1600000US0157576","Oxford city, Alabama","21208","44",
"1600000US0157648","Ozark city, Alabama","14456","42",
"1600000US0157696","Paint Rock town, Alabama","184","52",
"1600000US0157912","Panola CDP, Alabama","33","54",
"1600000US0158272","Parrish town, Alabama","1108","284",
"1600000US0158848","Pelham city, Alabama","23242","60",
"1600000US0158896","Pell City city, Alabama","13593","27",
"1600000US0158968","Pennington town, Alabama","333","108",
"1600000US0159016","Penton CDP, Alabama","68","53",
"1600000US0159064","Perdido CDP, Alabama","751","322",
"1600000US0159088","Perdido Beach town, Alabama","550","139",
"1600000US0159232","Peterman CDP, Alabama","139","87",
"1600000US0159328","Petrey town, Alabama","48","29",
"1600000US0159472","Phenix City city, Alabama","36641","36",
"1600000US0159496","Phil Campbell town, Alabama","1513","407",
"1600000US0159592","Pickensville town, Alabama","883","206",
"1600000US0159640","Piedmont city, Alabama","4651","25",
"1600000US0159760","Pike Road town, Alabama","8884","34",
"1600000US0159832","Pinckard town, Alabama","458","99",
"1600000US0159880","Pine Apple town, Alabama","155","57",
"1600000US0160240","Pine Hill town, Alabama","782","212",
"1600000US0160264","Pine Level CDP, Alabama","4574","790",
"1600000US0160372","Pine Ridge town, Alabama","287","223",
"1600000US0160648","Pinson city, Alabama","7121","63",
"1600000US0160720","Pisgah town, Alabama","761","156",
"1600000US0161008","Pleasant Grove city, Alabama","10185","28",
"1600000US0161038","Pleasant Groves town, Alabama","416","68",
"1600000US0161488","Point Clear CDP, Alabama","2482","647",
"1600000US0161536","Pollard town, Alabama","198","102",
"1600000US0162075","Powell town, Alabama","1089","287",
"1600000US0162328","Prattville city, Alabama","35657","595",
"1600000US0162472","Priceville town, Alabama","3318","26",
"1600000US0162496","Prichard city, Alabama","21927","51",
"1600000US0162688","Providence town, Alabama","179","68",
"1600000US0162952","Putnam CDP, Alabama","60","49",
"1600000US0163216","Ragland town, Alabama","1899","394",
"1600000US0163288","Rainbow City city, Alabama","9581","31",
"1600000US0163336","Rainsville city, Alabama","5018","26",
"1600000US0163408","Ranburne town, Alabama","539","97",
"1600000US0163495","Ray CDP, Alabama","257","150",
"1600000US0163576","Red Bay city, Alabama","3102","24",
"1600000US0163730","Redland CDP, Alabama","4242","517",
"1600000US0163768","Red Level town, Alabama","324","101",
"1600000US0163912","Redstone Arsenal CDP, Alabama","1414","276",
"1600000US0163984","Reece City town, Alabama","729","177",
"1600000US0164040","Reeltown CDP, Alabama","306","169",
"1600000US0164104","Reform town, Alabama","1907","336",
"1600000US0164152","Rehobeth town, Alabama","1862","297",
"1600000US0164368","Repton town, Alabama","288","121",
"1600000US0164656","Ridgeville town, Alabama","118","57",
"1600000US0164776","River Falls town, Alabama","646","276",
"1600000US0164920","Riverside city, Alabama","2500","526",
"1600000US0165016","Riverview town, Alabama","85","40",
"1600000US0165040","Roanoke city, Alabama","5941","38",
"1600000US0165208","Robertsdale city, Alabama","6521","20",
"1600000US0165412","Rock Creek CDP, Alabama","1369","227",
"1600000US0165472","Rockford town, Alabama","714","208",
"1600000US0165592","Rock Mills CDP, Alabama","486","227",
"1600000US0165784","Rockville CDP, Alabama","16","17",
"1600000US0166216","Rogersville town, Alabama","1177","221",
"1600000US0166408","Rosa town, Alabama","400","127",
"1600000US0167056","Russellville city, Alabama","9711","45",
"1600000US0167176","Rutledge town, Alabama","363","131",
"1600000US0167536","St. Florian town, Alabama","406","87",
"1600000US0167584","St. Stephens CDP, Alabama","394","197",
"1600000US0167608","Saks CDP, Alabama","10763","725",
"1600000US0167800","Samson city, Alabama","2086","317",
"1600000US0167920","Sand Rock town, Alabama","471","139",
"1600000US0168016","Sanford town, Alabama","189","82",
"1600000US0168160","Saraland city, Alabama","14268","42",
"1600000US0168280","Sardis City town, Alabama","1763","214",
"1600000US0168352","Satsuma city, Alabama","6151","27",
"1600000US0168736","Scottsboro city, Alabama","14527","24",
"1600000US0169000","Section town, Alabama","959","252",
"1600000US0169120","Selma city, Alabama","18804","32",
"1600000US0169180","Selmont-West Selmont CDP, Alabama","2040","467",
"1600000US0169240","Semmes city, Alabama","4869","45",
"1600000US0169648","Sheffield city, Alabama","8986","25",
"1600000US0169672","Shelby CDP, Alabama","1305","670",
"1600000US0169840","Shiloh town, Alabama","321","84",
"1600000US0169978","Shoal Creek CDP, Alabama","1398","254",
"1600000US0170128","Shorter town, Alabama","433","126",
"1600000US0170416","Silas town, Alabama","613","199",
"1600000US0170536","Silverhill town, Alabama","633","154",
"1600000US0170632","Sims Chapel CDP, Alabama","85","75",
"1600000US0170704","Sipsey town, Alabama","397","156",
"1600000US0170896","Skyline town, Alabama","939","197",
"1600000US0171040","Slocomb city, Alabama","1953","359",
"1600000US0171190","Smiths Station city, Alabama","5349","24",
"1600000US0171201","Smoke Rise CDP, Alabama","2360","615",
"1600000US0171280","Snead town, Alabama","702","151",
"1600000US0171496","Somerville town, Alabama","534","115",
"1600000US0171832","Southside city, Alabama","8788","205",
"1600000US0171900","South Vinemont town, Alabama","630","199",
"1600000US0171976","Spanish Fort city, Alabama","8324","25",
"1600000US0172408","Spring Garden CDP, Alabama","185","120",
"1600000US0172600","Springville city, Alabama","4195","36",
"1600000US0172672","Spruce Pine CDP, Alabama","149","134",
"1600000US0172720","Standing Rock CDP, Alabama","153","106",
"1600000US0172816","Stapleton CDP, Alabama","1196","328",
"1600000US0172888","Steele town, Alabama","1133","246",
"1600000US0173056","Sterrett CDP, Alabama","866","267",
"1600000US0173080","Stevenson town, Alabama","1847","406",
"1600000US0173152","Stewartville CDP, Alabama","1627","329",
"1600000US0173272","Stockton CDP, Alabama","709","339",
"1600000US0173728","Sulligent city, Alabama","2083","376",
"1600000US0173848","Sumiton city, Alabama","2586","378",
"1600000US0173872","Summerdale town, Alabama","1026","254",
"1600000US0174160","Susan Moore town, Alabama","700","151",
"1600000US0174304","Sweet Water town, Alabama","326","130",
"1600000US0174352","Sylacauga city, Alabama","12397","28",
"1600000US0174400","Sylvania town, Alabama","2413","435",
"1600000US0174424","Sylvan Springs town, Alabama","1670","207",
"1600000US0174592","Talladega city, Alabama","15609","50",
"1600000US0174616","Talladega Springs town, Alabama","188","79",
"1600000US0174688","Tallassee city, Alabama","5013","604",
