"GEO_ID","NAME","B01003_001E","B01003_001M",
"1600000US0877510","Timnath town, Colorado","2922","36",
"1600000US0877757","Todd Creek CDP, Colorado","4286","380",
"1600000US0878280","Towaoc CDP, Colorado","1099","267",
"1600000US0878335","Towner CDP, Colorado","18","9",
"1600000US0878345","Trail Side CDP, Colorado","148","162",
"1600000US0878610","Trinidad city, Colorado","8043","23",
"1600000US0879100","Twin Lakes CDP (Adams County), Colorado","7586","760",
"1600000US0879105","Twin Lakes CDP (Lake County), Colorado","185","81",
"1600000US0879270","Two Buttes town, Colorado","41","13",
"1600000US0879785","Upper Bear Creek CDP, Colorado","1013","285",
"1600000US0880040","Vail town, Colorado","5469","19",
"1600000US0880095","Valdez CDP, Colorado","14","20",
"1600000US0880370","Valmont CDP, Colorado","48","42",
"1600000US0880755","Vernon CDP, Colorado","0","12",
"1600000US0880865","Victor city, Colorado","429","100",
"1600000US0881030","Vilas town, Colorado","90","34",
"1600000US0881305","Vineland CDP, Colorado","273","112",
"1600000US0881690","Vona town, Colorado","103","61",
"1600000US0882130","Walden town, Colorado","579","123",
"1600000US0882350","Walsenburg city, Colorado","2931","18",
"1600000US0882460","Walsh town, Colorado","638","99",
"1600000US0882735","Ward town, Colorado","137","62",
"1600000US0882900","Watkins CDP, Colorado","598","130",
"1600000US0883120","Welby CDP, Colorado","16352","929",
"1600000US0883175","Weldona CDP, Colorado","146","63",
"1600000US0883230","Wellington town, Colorado","8571","33",
"1600000US0883450","Westcliffe town, Colorado","378","88",
"1600000US0883500","Westcreek CDP, Colorado","179","89",
"1600000US0883835","Westminster city, Colorado","112747","91",
"1600000US0884000","Weston CDP, Colorado","23","21",
"1600000US0884042","West Pleasant View CDP, Colorado","4691","563",
"1600000US0884440","Wheat Ridge city, Colorado","31323","39",
"1600000US0884770","Wiggins town, Colorado","1102","205",
"1600000US0885045","Wiley town, Colorado","309","77",
"1600000US0885155","Williamsburg town, Colorado","549","123",
"1600000US0885485","Windsor town, Colorado","25232","41",
"1600000US0885705","Winter Park town, Colorado","650","218",
"1600000US0885760","Wolcott CDP, Colorado","0","12",
"1600000US0886090","Woodland Park city, Colorado","7421","23",
"1600000US0886117","Woodmoor CDP, Colorado","9117","742",
"1600000US0886200","Woody Creek CDP, Colorado","182","85",
"1600000US0886310","Wray city, Colorado","2430","303",
"1600000US0886475","Yampa town, Colorado","452","131",
"1600000US0886750","Yuma city, Colorado","3482","21",
"1600000US0901150","Ansonia city, Connecticut","18860","52",
"1600000US0902550","Baltic CDP, Connecticut","1182","180",
"1600000US0902690","Bantam borough, Connecticut","735","142",
"1600000US0904790","Bethel CDP, Connecticut","9659","401",
"1600000US0904945","Bethlehem Village CDP, Connecticut","1798","218",
"1600000US0906050","Blue Hills CDP, Connecticut","2753","498",
"1600000US0907345","Branford Center CDP, Connecticut","6413","495",
"1600000US0908000","Bridgeport city, Connecticut","146417","64",
"1600000US0908420","Bristol city, Connecticut","60308","42",
"1600000US0908770","Broad Brook CDP, Connecticut","4766","561",
"1600000US0909120","Brooklyn CDP, Connecticut","965","256",
"1600000US0910660","Byram CDP, Connecticut","4216","477",
"1600000US0910870","Canaan CDP, Connecticut","1227","262",
"1600000US0911990","Cannondale CDP, Connecticut","29","35",
"1600000US0912370","Canton Valley CDP, Connecticut","1525","347",
"1600000US0914200","Cheshire Village CDP, Connecticut","6484","573",
"1600000US0914370","Chester Center CDP, Connecticut","1653","325",
"1600000US0915420","Clinton CDP, Connecticut","3453","277",
"1600000US0915840","Colchester CDP, Connecticut","5048","525",
"1600000US0916120","Collinsville CDP, Connecticut","3514","482",
"1600000US0916960","Conning Towers Nautilus Park CDP, Connecticut","9749","554",
"1600000US0917520","Cos Cob CDP, Connecticut","6959","427",
"1600000US0917835","Coventry Lake CDP, Connecticut","2749","409",
"1600000US0918220","Crystal Lake CDP, Connecticut","2231","404",
"1600000US0918430","Danbury city, Connecticut","84479","39",
"1600000US0918780","Danielson borough, Connecticut","3983","19",
"1600000US0918920","Darien CDP, Connecticut","21759","45",
"1600000US0919200","Deep River Center CDP, Connecticut","2448","210",
"1600000US0919480","Derby city, Connecticut","12596","35",
"1600000US0920740","Durham CDP, Connecticut","2631","373",
"1600000US0921160","East Brooklyn CDP, Connecticut","1350","372",
"1600000US0922420","East Hampton CDP, Connecticut","2760","363",
"1600000US0922700","East Hartford CDP, Connecticut","50453","48",
"1600000US0922980","East Haven CDP, Connecticut","28860","31",
"1600000US0926370","Essex Village CDP, Connecticut","2595","405",
"1600000US0927390","Falls Village CDP, Connecticut","478","109",
"1600000US0927810","Fenwick borough, Connecticut","69","29",
"1600000US0930190","Gales Ferry CDP, Connecticut","862","245",
"1600000US0930540","Georgetown CDP, Connecticut","1824","373",
"1600000US0931270","Glastonbury Center CDP, Connecticut","7742","588",
"1600000US0931520","Glenville CDP, Connecticut","2499","426",
"1600000US0933690","Greenwich CDP, Connecticut","13303","815",
"1600000US0934180","Groton city, Connecticut","9109","28",
"1600000US0934460","Groton Long Point borough, Connecticut","499","81",
"1600000US0935020","Guilford Center CDP, Connecticut","2618","219",
"1600000US0937000","Hartford city, Connecticut","123628","62",
"1600000US0937770","Hazardville CDP, Connecticut","4896","377",
"1600000US0937930","Heritage Village CDP, Connecticut","4143","300",
"1600000US0938050","Higganum CDP, Connecticut","1496","374",
"1600000US0939940","Jewett City borough, Connecticut","3411","14",
"1600000US0940150","Kensington CDP, Connecticut","8190","494",
"1600000US0941410","Lake Pocotopaug CDP, Connecticut","3413","456",
"1600000US0941830","Lakeville CDP, Connecticut","1154","313",
"1600000US0943300","Litchfield borough, Connecticut","1244","316",
"1600000US0943790","Long Hill CDP, Connecticut","4191","426",
"1600000US0944630","Madison Center CDP, Connecticut","2519","425",
"1600000US0944690","Manchester CDP, Connecticut","29899","834",
"1600000US0945120","Mansfield Center CDP, Connecticut","913","321",
"1600000US0945995","Mashantucket CDP, Connecticut","216","77",
"1600000US0946450","Meriden city, Connecticut","59864","85",
"1600000US0947290","Middletown city, Connecticut","46473","34",
"1600000US0947515","Milford city (balance), Connecticut","52349","243",
"1600000US0949110","Moodus CDP, Connecticut","1610","416",
"1600000US0949180","Moosup CDP, Connecticut","3943","492",
"1600000US0949810","Mystic CDP, Connecticut","4221","315",
"1600000US0949880","Naugatuck borough, Connecticut","31481","30",
"1600000US0950370","New Britain city, Connecticut","72839","42",
"1600000US0951420","New Hartford Center CDP, Connecticut","1061","292",
"1600000US0952000","New Haven city, Connecticut","130529","108",
"1600000US0952210","Newington CDP, Connecticut","30323","32",
"1600000US0952280","New London city, Connecticut","27032","46",
"1600000US0952560","New Milford CDP, Connecticut","6737","463",
"1600000US0952770","New Preston CDP, Connecticut","908","180",
"1600000US0952910","Newtown borough, Connecticut","1949","130",
"1600000US0953120","Niantic CDP, Connecticut","2872","366",
"1600000US0953260","Noank CDP, Connecticut","1487","187",
"1600000US0953400","Norfolk CDP, Connecticut","496","103",
"1600000US0954660","North Granby CDP, Connecticut","1657","358",
"1600000US0954730","North Grosvenor Dale CDP, Connecticut","1271","346",
"1600000US0954940","North Haven CDP, Connecticut","23786","62",
"1600000US0955725","Northwest Harwinton CDP, Connecticut","3244","231",
"1600000US0955990","Norwalk city, Connecticut","88436","62",
"1600000US0956200","Norwich city, Connecticut","39567","43",
"1600000US0956690","Oakville CDP, Connecticut","8929","415",
"1600000US0956900","Old Greenwich CDP, Connecticut","6819","347",
"1600000US0957180","Old Mystic CDP, Connecticut","3513","286",
"1600000US0957390","Old Saybrook Center CDP, Connecticut","1881","423",
"1600000US0957670","Orange CDP, Connecticut","13937","37",
"1600000US0958520","Oxoboxo River CDP, Connecticut","2906","558",
"1600000US0959140","Pawcatuck CDP, Connecticut","5249","384",
"1600000US0959210","Pemberwick CDP, Connecticut","4114","588",
"1600000US0960090","Plainfield Village CDP, Connecticut","2113","407",
"1600000US0960260","Plantsville CDP, Connecticut","1726","268",
"1600000US0961730","Poquonock Bridge CDP, Connecticut","2450","432",
"1600000US0961870","Portland CDP, Connecticut","5572","384",
"1600000US0962640","Putnam CDP, Connecticut","6772","232",
"1600000US0963270","Quinebaug CDP, Connecticut","1327","375",
"1600000US0963900","Ridgefield CDP, Connecticut","7963","582",
"1600000US0964530","Riverside CDP, Connecticut","8414","437",
"1600000US0965230","Rockville CDP, Connecticut","7332","836",
"1600000US0966455","Salmon Brook CDP, Connecticut","2438","227",
"1600000US0967050","Saybrook Manor CDP, Connecticut","1103","250",
"1600000US0967890","Sharon CDP, Connecticut","724","231",
"1600000US0968100","Shelton city, Connecticut","41155","38",
"1600000US0968450","Sherwood Manor CDP, Connecticut","5438","335",
"1600000US0969010","Simsbury Center CDP, Connecticut","6091","366",
"1600000US0969150","Somers CDP, Connecticut","1887","311",
"1600000US0969990","South Coventry CDP, Connecticut","1117","238",
"1600000US0971040","Southport CDP, Connecticut","1664","216",
"1600000US0971250","South Windham CDP, Connecticut","1533","417",
"1600000US0971460","Southwood Acres CDP, Connecticut","7715","505",
"1600000US0971530","South Woodstock CDP, Connecticut","1181","299",
"1600000US0972300","Stafford Springs CDP, Connecticut","4947","290",
"1600000US0973000","Stamford city, Connecticut","129026","43",
"1600000US0973700","Stonington borough, Connecticut","906","121",
"1600000US0973980","Storrs CDP, Connecticut","16516","711",
"1600000US0974260","Stratford CDP, Connecticut","52279","42",
"1600000US0974655","Suffield Depot CDP, Connecticut","1334","305",
"1600000US0975100","Tariffville CDP, Connecticut","1391","202",
"1600000US0975200","Terramuggus CDP, Connecticut","1136","257",
"1600000US0975240","Terryville CDP, Connecticut","4900","389",
"1600000US0975660","Thomaston CDP, Connecticut","1793","306",
"1600000US0975940","Thompsonville CDP, Connecticut","8439","493",
"1600000US0976500","Torrington city, Connecticut","34737","29",
"1600000US0977270","Trumbull CDP, Connecticut","36174","31",
"1600000US0978880","Wallingford Center CDP, Connecticut","18322","741",
"1600000US0980000","Waterbury city, Connecticut","108672","53",
"1600000US0980210","Waterford CDP, Connecticut","2796","313",
"1600000US0980420","Watertown CDP, Connecticut","3324","545",
"1600000US0980630","Wauregan CDP, Connecticut","1321","343",
"1600000US0980770","Weatogue CDP, Connecticut","2788","355",
"1600000US0981750","Westbrook Center CDP, Connecticut","2075","333",
"1600000US0982660","West Hartford CDP, Connecticut","63127","40",
"1600000US0982800","West Haven city, Connecticut","54918","54",
"1600000US0983570","Westport CDP, Connecticut","27840","28",
"1600000US0983990","West Simsbury CDP, Connecticut","2523","309",
"1600000US0984970","Wethersfield CDP, Connecticut","26267","29",
"1600000US0985810","Willimantic CDP, Connecticut","17184","549",
"1600000US0986380","Wilton Center CDP, Connecticut","824","181",
"1600000US0987140","Windsor Locks CDP, Connecticut","12613","28",
"1600000US0987350","Winsted CDP, Connecticut","7367","467",
"1600000US0987980","Woodbury Center CDP, Connecticut","1449","355",
"1600000US0988050","Woodmont borough, Connecticut","1698","239",
"1600000US1001400","Arden village, Delaware","388","103",
"1600000US1001530","Ardencroft village, Delaware","207","58",
"1600000US1001660","Ardentown village, Delaware","259","53",
"1600000US1004130","Bear CDP, Delaware","21362","1569",
"1600000US1004650","Bellefonte town, Delaware","1140","187",
"1600000US1005690","Bethany Beach town, Delaware","1006","88",
"1600000US1005820","Bethel town, Delaware","191","63",
"1600000US1006730","Blades town, Delaware","1366","285",
"1600000US1007250","Bowers town, Delaware","345","81",
"1600000US1008680","Bridgeville town, Delaware","2696","427",
"1600000US1009850","Brookside CDP, Delaware","13191","744",
"1600000US1010760","Camden town, Delaware","3469","22",
"1600000US1014660","Cheswold town, Delaware","1313","319",
"1600000US1015310","Claymont CDP, Delaware","8676","683",
"1600000US1015440","Clayton town, Delaware","3237","25",
"1600000US1018950","Dagsboro town, Delaware","856","213",
"1600000US1019730","Delaware City city, Delaware","1719","253",
"1600000US1020380","Delmar town, Delaware","1790","328",
"1600000US1020900","Dewey Beach town, Delaware","306","63",
"1600000US1021200","Dover city, Delaware","37331","56",
"1600000US1021387","Dover Base Housing CDP, Delaware","3467","365",
"1600000US1023240","Edgemoor CDP, Delaware","6471","502",
"1600000US1024020","Ellendale town, Delaware","436","118",
"1600000US1024540","Elsmere town, Delaware","6049","23",
"1600000US1025840","Farmington town, Delaware","100","57",
"1600000US1026620","Felton town, Delaware","1478","390",
"1600000US1026880","Fenwick Island town, Delaware","461","76",
"1600000US1028310","Frankford town, Delaware","984","341",
"1600000US1028440","Frederica town, Delaware","995","248",
"1600000US1029090","Georgetown town, Delaware","7123","23",
"1600000US1029350","Glasgow CDP, Delaware","14342","1179",
"1600000US1031430","Greenville CDP, Delaware","2333","307",
"1600000US1031560","Greenwood town, Delaware","1017","289",
"1600000US1033120","Harrington city, Delaware","3667","16",
"1600000US1033250","Hartly town, Delaware","59","33",
"1600000US1033900","Henlopen Acres town, Delaware","204","46",
"1600000US1034810","Highland Acres CDP, Delaware","3645","428",
"1600000US1035850","Hockessin CDP, Delaware","13472","777",
"1600000US1036760","Houston town, Delaware","409","121",
"1600000US1038710","Kent Acres CDP, Delaware","2429","527",
"1600000US1039100","Kenton town, Delaware","208","98",
"1600000US1041310","Laurel town, Delaware","4211","34",
"1600000US1041700","Leipsic town, Delaware","144","64",
"1600000US1041830","Lewes city, Delaware","3118","17",
"1600000US1042870","Little Creek town, Delaware","169","77",
"1600000US1043245","Long Neck CDP, Delaware","2556","402",
"1600000US1044430","Magnolia town, Delaware","346","176",
"1600000US1047030","Middletown town, Delaware","21250","41",
"1600000US1047420","Milford city, Delaware","10835","35",
"1600000US1047940","Millsboro town, Delaware","4238","32",
"1600000US1048200","Millville town, Delaware","1877","385",
"1600000US1048330","Milton town, Delaware","2840","18",
"1600000US1050670","Newark city, Delaware","33352","33",
"1600000US1050800","New Castle city, Delaware","5359","28",
"1600000US1051190","Newport town, Delaware","1335","230",
"1600000US1052490","North Star CDP, Delaware","7441","395",
"1600000US1053920","Ocean View town, Delaware","2198","291",
"1600000US1054050","Odessa town, Delaware","565","158",
"1600000US1056490","Pike Creek CDP, Delaware","8312","755",
"1600000US1056500","Pike Creek Valley CDP, Delaware","10664","914",
"1600000US1060290","Rehoboth Beach city, Delaware","1281","114",
"1600000US1061265","Rising Sun-Lebanon CDP, Delaware","4263","816",
"1600000US1061480","Riverview CDP, Delaware","2684","679",
"1600000US1061720","Rodney Village CDP, Delaware","1370","354",
"1600000US1063800","St. Georges CDP, Delaware","795","159",
"1600000US1064320","Seaford city, Delaware","7572","23",
"1600000US1064840","Selbyville town, Delaware","2252","325",
"1600000US1067050","Slaughter Beach town, Delaware","231","59",
"1600000US1067310","Smyrna town, Delaware","11333","54",
"1600000US1067700","South Bethany town, Delaware","426","52",
"1600000US1072510","Townsend town, Delaware","2332","23",
"1600000US1074330","Viola town, Delaware","165","59",
"1600000US1077580","Wilmington city, Delaware","70904","46",
"1600000US1077840","Wilmington Manor CDP, Delaware","7902","458",
"1600000US1080830","Woodside town, Delaware","164","55",
"1600000US1080895","Woodside East CDP, Delaware","2555","590",
"1600000US1081350","Wyoming town, Delaware","1437","303",
"1600000US1150000","Washington city, District of Columbia","684498","*****",
"1600000US1200075","Acacia Villas CDP, Florida","459","413",
"1600000US1200375","Alachua city, Florida","9794","32",
"1600000US1200410","Alafaya CDP, Florida","88542","2562",
"1600000US1200625","Alford town, Florida","662","169",
"1600000US1200800","Allentown CDP, Florida","1002","253",
"1600000US1200950","Altamonte Springs city, Florida","43426","47",
"1600000US1201000","Altha town, Florida","598","169",
"1600000US1201050","Altoona CDP, Florida","100","72",
"1600000US1201100","Alturas CDP, Florida","3673","588",
"1600000US1201125","Alva CDP, Florida","2724","346",
"1600000US1201353","Andrews CDP, Florida","720","253",
"1600000US1201475","Anna Maria city, Florida","869","196",
"1600000US1201625","Apalachicola city, Florida","2477","361",
"1600000US1201675","Apollo Beach CDP, Florida","19457","849",
"1600000US1201700","Apopka city, Florida","50529","109",
"1600000US1201750","Arcadia city, Florida","7943","30",
"1600000US1201775","Archer city, Florida","1336","347",
"1600000US1201875","Aripeka CDP, Florida","142","92",
"1600000US1202187","Asbury Lake CDP, Florida","9510","973",
"1600000US1202250","Astatula town, Florida","1637","317",
"1600000US1202275","Astor CDP, Florida","1418","292",
"1600000US1202400","Atlantic Beach city, Florida","13398","46",
"1600000US1202500","Atlantis city, Florida","2079","160",
"1600000US1202550","Auburndale city, Florida","15343","39",
"1600000US1202575","Aucilla CDP, Florida","175","125",
"1600000US1202660","Avalon CDP, Florida","469","202",
"1600000US1202681","Aventura city, Florida","37780","112",
"1600000US1202750","Avon Park city, Florida","10386","31",
"1600000US1202850","Azalea Park CDP, Florida","14817","932",
"1600000US1202900","Babson Park CDP, Florida","1167","270",
"1600000US1202925","Bagdad CDP, Florida","3474","603",
"1600000US1203250","Baldwin town, Florida","1641","335",
"1600000US1203275","Bal Harbour village, Florida","3000","17",
"1600000US1203375","Balm CDP, Florida","3745","494",
"1600000US1203480","Bardmoor CDP, Florida","9514","647",
"1600000US1203675","Bartow city, Florida","19063","35",
"1600000US1203725","Bascom town, Florida","56","25",
"1600000US1203975","Bay Harbor Islands town, Florida","5938","27",
"1600000US1204070","Bay Hill CDP, Florida","5066","622",
"1600000US1204150","Bay Lake city, Florida","71","58",
"1600000US1204162","Bayonet Point CDP, Florida","26740","1246",
"1600000US1204200","Bay Pines CDP, Florida","3202","337",
"1600000US1204250","Bayport CDP, Florida","63","67",
"1600000US1204350","Bayshore Gardens CDP, Florida","20293","1757",
"1600000US1204650","Beacon Square CDP, Florida","6873","492",
"1600000US1204735","Bear Creek CDP, Florida","1720","236",
"1600000US1204925","Bee Ridge CDP, Florida","10012","613",
"1600000US1204975","Bell town, Florida","634","210",
"1600000US1205025","Bellair-Meadowbrook Terrace CDP, Florida","15117","877",
"1600000US1205075","Belleair town, Florida","4097","18",
"1600000US1205100","Belleair Beach city, Florida","1545","104",
"1600000US1205125","Belleair Bluffs city, Florida","2273","258",
"1600000US1205150","Belleair Shore town, Florida","87","25",
"1600000US1205200","Belle Glade city, Florida","19358","48",
"1600000US1205300","Belle Isle city, Florida","6865","35",
"1600000US1205375","Belleview city, Florida","4844","16",
"1600000US1205462","Bellview CDP, Florida","21269","1106",
"1600000US1205825","Berrydale CDP, Florida","326","145",
"1600000US1206100","Beverly Beach town, Florida","481","90",
"1600000US1206125","Beverly Hills CDP, Florida","9381","637",
"1600000US1206350","Big Coppitt Key CDP, Florida","2951","400",
"1600000US1206425","Big Pine Key CDP, Florida","4887","452",
"1600000US1206600","Biscayne Park village, Florida","3175","21",
"1600000US1206625","Bithlo CDP, Florida","9457","980",
"1600000US1206667","Black Diamond CDP, Florida","753","284",
"1600000US1206670","Black Hammock CDP, Florida","1327","295",
"1600000US1206875","Bloomingdale CDP, Florida","23758","954",
"1600000US1206925","Blountstown city, Florida","2843","513",
"1600000US1207300","Boca Raton city, Florida","95745","49",
"1600000US1207375","Bokeelia CDP, Florida","1420","252",
"1600000US1207450","Bonifay city, Florida","2693","32",
"1600000US1207525","Bonita Springs city, Florida","53812","92",
"1600000US1207687","Boulevard Gardens CDP, Florida","1567","618",
"1600000US1207775","Bowling Green city, Florida","2890","35",
"1600000US1207875","Boynton Beach city, Florida","75720","59",
"1600000US1207950","Bradenton city, Florida","55059","108",
"1600000US1207975","Bradenton Beach city, Florida","929","121",
"1600000US1208125","Bradley Junction CDP, Florida","587","268",
"1600000US1208150","Brandon CDP, Florida","113279","2152",
"1600000US1208175","Branford town, Florida","796","256",
"1600000US1208300","Brent CDP, Florida","22056","1279",
"1600000US1208575","Briny Breezes town, Florida","876","97",
"1600000US1208600","Bristol city, Florida","1025","273",
"1600000US1208650","Broadview Park CDP, Florida","8068","632",
"1600000US1208700","Bronson town, Florida","913","244",
"1600000US1208725","Brooker town, Florida","337","102",
"1600000US1208762","Brookridge CDP, Florida","4549","355",
"1600000US1208800","Brooksville city, Florida","8027","27",
"1600000US1208925","Brownsdale CDP, Florida","384","129",
"1600000US1209000","Brownsville CDP, Florida","17155","1434",
"1600000US1209315","Buckhead Ridge CDP, Florida","1851","335",
"1600000US1209350","Buckingham CDP, Florida","4047","577",
"1600000US1209415","Buenaventura Lakes CDP, Florida","34085","1892",
"1600000US1209550","Bunnell city, Florida","2675","24",
"1600000US1209612","Burnt Store Marina CDP, Florida","1972","257",
"1600000US1209625","Bushnell city, Florida","3047","17",
"1600000US1209630","Butler Beach CDP, Florida","4904","390",
"1600000US1209655","Cabana Colony CDP, Florida","2443","482",
"1600000US1209700","Callahan town, Florida","1414","296",
"1600000US1209725","Callaway city, Florida","15182","53",
"1600000US1209875","Campbell CDP, Florida","2095","550",
"1600000US1209900","Campbellton town, Florida","201","104",
"1600000US1210100","Canal Point CDP, Florida","483","242",
"1600000US1210250","Cape Canaveral city, Florida","10274","39",
"1600000US1210275","Cape Coral city, Florida","178593","53",
"1600000US1210425","Captiva CDP, Florida","178","74",
"1600000US1210725","Carrabelle city, Florida","2650","18",
"1600000US1210825","Carrollwood CDP, Florida","35095","1279",
"1600000US1210975","Caryville town, Florida","177","59",
"1600000US1211050","Casselberry city, Florida","27573","43",
"1600000US1211150","Cedar Grove CDP, Florida","3357","591",
"1600000US1211225","Cedar Key city, Florida","773","233",
"1600000US1211285","Celebration CDP, Florida","9329","1054",
"1600000US1211325","Center Hill city, Florida","890","229",
"1600000US1211362","Century town, Florida","1632","282",
"1600000US1211597","Charleston Park CDP, Florida","229","214",
"1600000US1211625","Charlotte Harbor CDP, Florida","4077","353",
"1600000US1211650","Charlotte Park CDP, Florida","2174","356",
"1600000US1211800","Chattahoochee city, Florida","3103","17",
"1600000US1211912","Cheval CDP, Florida","10603","582",
"1600000US1211925","Chiefland city, Florida","2514","386",
"1600000US1211975","Chipley city, Florida","3511","19",
"1600000US1212150","Chokoloskee CDP, Florida","268","316",
"1600000US1212250","Christmas CDP, Florida","1921","404",
"1600000US1212275","Chuluota CDP, Florida","2582","552",
"1600000US1212300","Chumuckla CDP, Florida","801","527",
"1600000US1212325","Cinco Bayou town, Florida","446","110",
"1600000US1212412","Citrus Hills CDP, Florida","7492","553",
"1600000US1212425","Citrus Park CDP, Florida","26473","1126",
"1600000US1212450","Citrus Springs CDP, Florida","8421","764",
"1600000US1212675","Clarcona CDP, Florida","2615","601",
"1600000US1212875","Clearwater city, Florida","114015","60",
"1600000US1212925","Clermont city, Florida","33520","39",
"1600000US1212950","Cleveland CDP, Florida","3280","549",
"1600000US1213000","Clewiston city, Florida","7663","21",
"1600000US1213050","Cloud Lake town, Florida","206","90",
"1600000US1213125","Cobbtown CDP, Florida","7","12",
"1600000US1213150","Cocoa city, Florida","18053","55",
"1600000US1213175","Cocoa Beach city, Florida","11539","29",
"1600000US1213225","Cocoa West CDP, Florida","6152","1248",
"1600000US1213275","Coconut Creek city, Florida","59997","44",
"1600000US1213400","Coleman city, Florida","541","176",
"1600000US1213775","Combee Settlement CDP, Florida","6323","714",
"1600000US1213965","Connerton CDP, Florida","4462","578",
"1600000US1214050","Conway CDP, Florida","13548","781",
"1600000US1214125","Cooper City city, Florida","35376","33",
"1600000US1214250","Coral Gables city, Florida","50931","116",
"1600000US1214400","Coral Springs city, Florida","131151","55",
"1600000US1214412","Coral Terrace CDP, Florida","25234","1204",
"1600000US1214700","Cortez CDP, Florida","4436","462",
"1600000US1214850","Cottondale town, Florida","794","168",
"1600000US1214895","Country Club CDP, Florida","49684","1829",
"1600000US1215055","Country Walk CDP, Florida","17114","1123",
"1600000US1215300","Crawfordville CDP, Florida","4467","910",
"1600000US1215325","Crescent Beach CDP, Florida","982","153",
"1600000US1215375","Crescent City city, Florida","1514","279",
"1600000US1215475","Crestview city, Florida","23663","45",
"1600000US1215515","Crooked Lake Park CDP, Florida","1912","230",
"1600000US1215575","Cross City town, Florida","2123","372",
"1600000US1215725","Crystal Lake CDP, Florida","6671","773",
"1600000US1215775","Crystal River city, Florida","3092","31",
"1600000US1215800","Crystal Springs CDP, Florida","703","179",
"1600000US1215862","Cudjoe Key CDP, Florida","2030","224",
"1600000US1215968","Cutler Bay town, Florida","44801","49",
"1600000US1216050","Cypress Gardens CDP, Florida","10358","924",
"1600000US1216062","Cypress Lake CDP, Florida","13120","933",
"1600000US1216100","Cypress Quarters CDP, Florida","1455","384",
"1600000US1216125","Dade City city, Florida","6966","26",
"1600000US1216175","Dade City North CDP, Florida","3030","755",
"1600000US1216335","Dania Beach city, Florida","31810","50",
"1600000US1216450","Davenport city, Florida","4140","37",
"1600000US1216475","Davie town, Florida","103132","65",
"1600000US1216500","Day CDP, Florida","112","115",
"1600000US1216525","Daytona Beach city, Florida","66520","60",
"1600000US1216550","Daytona Beach Shores city, Florida","4413","24",
"1600000US1216675","DeBary city, Florida","20387","29",
"1600000US1216725","Deerfield Beach city, Florida","79854","55",
"1600000US1216800","DeFuniak Springs city, Florida","6227","28",
"1600000US1216875","DeLand city, Florida","31289","47",
"1600000US1216937","DeLand Southwest CDP, Florida","1004","354",
"1600000US1216975","De Leon Springs CDP, Florida","2642","582",
"1600000US1217100","Delray Beach city, Florida","67353","132",
"1600000US1217200","Deltona city, Florida","89186","60",
"1600000US1217300","Desoto Lakes CDP, Florida","3353","652",
"1600000US1217325","Destin city, Florida","13469","44",
"1600000US1217450","Dickerson City CDP, Florida","123","100",
"1600000US1217710","Dixonville CDP, Florida","133","105",
"1600000US1217725","Doctor Phillips CDP, Florida","11347","830",
"1600000US1217935","Doral city, Florida","58265","46",
"1600000US1218075","Dover CDP, Florida","3001","564",
"1600000US1218425","Duck Key CDP, Florida","696","249",
"1600000US1218550","Dundee town, Florida","4313","19",
"1600000US1218575","Dunedin city, Florida","36244","75",
"1600000US1218675","Dunnellon city, Florida","2188","336",
"1600000US1218875","Eagle Lake city, Florida","2517","32",
"1600000US1219025","East Bronson CDP, Florida","1878","560",
"1600000US1219206","East Lake CDP, Florida","32315","952",
"1600000US1219212","East Lake-Orient Park CDP, Florida","28602","1849",
"1600000US1219275","East Milton CDP, Florida","13054","898",
"1600000US1219350","East Palatka CDP, Florida","1797","346",
"1600000US1219400","Eastpoint CDP, Florida","2106","321",
"1600000US1219575","East Williston CDP, Florida","615","203",
"1600000US1219650","Eatonville town, Florida","2341","495",
"1600000US1219725","Ebro town, Florida","263","82",
"1600000US1219825","Edgewater city, Florida","21892","38",
"1600000US1219900","Edgewood city, Florida","2833","46",
"1600000US1220050","Eglin AFB CDP, Florida","2083","373",
"1600000US1220108","Egypt Lake-Leto CDP, Florida","37039","1846",
"1600000US1220275","Elfers CDP, Florida","12637","720",
"1600000US1220375","Ellenton CDP, Florida","3820","631",
"1600000US1220650","El Portal village, Florida","2143","385",
"1600000US1220825","Englewood CDP, Florida","15252","771",
"1600000US1220925","Ensley CDP, Florida","22844","1667",
"1600000US1221150","Estero village, Florida","32220","54",
"1600000US1221250","Esto town, Florida","360","111",
"1600000US1221350","Eustis city, Florida","20264","36",
"1600000US1221425","Everglades city, Florida","191","81",
"1600000US1221750","Fairview Shores CDP, Florida","11254","912",
"1600000US1221850","Fanning Springs city, Florida","1045","178",
"1600000US1221945","Feather Sound CDP, Florida","3646","280",
"1600000US1222100","Fellsmere city, Florida","5629","27",
"1600000US1222175","Fernandina Beach city, Florida","12062","30",
"1600000US1222225","Ferndale CDP, Florida","622","372",
"1600000US1222250","Fern Park CDP, Florida","8340","760",
"1600000US1222275","Ferry Pass CDP, Florida","34416","1688",
"1600000US1222325","Fidelis CDP, Florida","167","103",
"1600000US1222375","Fisher Island CDP, Florida","106","109",
"1600000US1222387","Fish Hawk CDP, Florida","20054","832",
"1600000US1222475","Five Points CDP, Florida","1303","548",
"1600000US1222550","Flagler Beach city, Florida","4946","67",
"1600000US1222560","Flagler Estates CDP, Florida","3484","421",
"1600000US1222660","Fleming Island CDP, Florida","28531","1362",
