"GEO_ID","NAME","B01003_001M","B01003_001E",
"Geography","Geographic Area Name","Margin of Error!!Total","Estimate!!Total",
"1600000US0808675","Brighton city, Colorado","231","31181",
"1600000US0809115","Brookside town, Colorado","102","273",
"1600000US0809280","Broomfield city, Colorado","*****","52872",
"1600000US0809555","Brush city, Colorado","24","5428",
"1600000US0810105","Buena Vista town, Colorado","20","2545",
"1600000US0810600","Burlington city, Colorado","40","4155",
"1600000US0810985","Byers CDP, Colorado","277","1318",
"1600000US0811260","Calhan town, Colorado","243","1064",
"1600000US0811645","Campo town, Colorado","45","94",
"1600000US0811810","Ca?on City city, Colorado","89","16593",
"1600000US0811975","Capulin CDP, Colorado","79","79",
"1600000US0812045","Carbondale town, Colorado","18","6284",
"1600000US0812325","Cascade-Chipita Park CDP, Colorado","287","1524",
"1600000US0812387","Castle Pines CDP, Colorado","371","3636",
"1600000US0812390","Castle Pines North city, Colorado","38","9409",
"1600000US0812415","Castle Rock town, Colorado","80","44402",
"1600000US0812450","Cathedral CDP, Colorado","123","0",
"1600000US0812460","Catherine CDP, Colorado","126","189",
"1600000US0812470","Cattle Creek CDP, Colorado","376","849",
"1600000US0812635","Cedaredge town, Colorado","353","2454",
"1600000US0812815","Centennial city, Colorado","97","99999",
"1600000US0812855","Center town, Colorado","207","2167",
"1600000US0812910","Central City city, Colorado","196","520",
"1600000US0812945","Chacra CDP, Colorado","255","437",
"1600000US0813460","Cheraw town, Colorado","63","148",
"1600000US0813590","Cherry Creek CDP, Colorado","658","10691",
"1600000US0813845","Cherry Hills Village city, Colorado","15","5936",
"1600000US0814175","Cheyenne Wells town, Colorado","224","1008",
"1600000US0814587","Cimarron Hills CDP, Colorado","918","15600",
"1600000US0814765","City of Creede town, Colorado","184","418",
"1600000US0815165","Clifton CDP, Colorado","888","19985",
"1600000US0815302","Coal Creek CDP, Colorado","418","2420",
"1600000US0815330","Coal Creek town, Colorado","116","334",
"1600000US0815440","Coaldale CDP, Colorado","86","129",
"1600000US0815550","Cokedale town, Colorado","126","293",
"1600000US0815605","Collbran town, Colorado","141","543",
"1600000US0815825","Colona CDP, Colorado","22","15",
"1600000US0815935","Colorado City CDP, Colorado","367","1384",
"1600000US0816000","Colorado Springs city, Colorado","188","403983",
"1600000US0816110","Columbine CDP, Colorado","673","23972",
"1600000US0816385","Columbine Valley town, Colorado","130","1275",
"1600000US0816465","Comanche Creek CDP, Colorado","198","559",
"1600000US0816495","Commerce City city, Colorado","94","41495",
"1600000US0816715","Conejos CDP, Colorado","22","16",
"1600000US0817150","Copper Mountain CDP, Colorado","131","140",
"1600000US0817375","Cortez city, Colorado","27","8412",
"1600000US0817485","Cotopaxi CDP, Colorado","49","41",
"1600000US0817760","Craig city, Colorado","19","9308",
"1600000US0817925","Crawford town, Colorado","199","510",
"1600000US0818310","Crested Butte town, Colorado","280","1432",
"1600000US0818420","Crestone town, Colorado","74","94",
"1600000US0818530","Cripple Creek city, Colorado","321","1621",
"1600000US0818585","Crisman CDP, Colorado","107","124",
"1600000US0818640","Crook town, Colorado","55","139",
"1600000US0818750","Crowley town, Colorado","88","155",
"1600000US0819080","Dacono city, Colorado","25","4031",
"1600000US0819150","Dakota Ridge CDP, Colorado","728","30776",
"1600000US0819355","De Beque town, Colorado","94","407",
"1600000US0819630","Deer Trail town, Colorado","105","365",
"1600000US0819795","Del Norte town, Colorado","468","1663",
"1600000US0819850","Delta city, Colorado","42","8779",
"1600000US0820000","Denver city, Colorado","*****","578087",
"1600000US0820275","Derby CDP, Colorado","882","7846",
"1600000US0820440","Dillon town, Colorado","208","646",
"1600000US0820495","Dinosaur town, Colorado","103","298",
"1600000US0820605","Divide CDP, Colorado","78","85",
"1600000US0820770","Dolores town, Colorado","237","897",
"1600000US0821155","Dotsero CDP, Colorado","360","507",
"1600000US0821265","Dove Creek town, Colorado","151","768",
"1600000US0821330","Dove Valley CDP, Colorado","592","6008",
"1600000US0821390","Downieville-Lawson-Dumont CDP, Colorado","144","318",
"1600000US0822035","Durango city, Colorado","27","16501",
"1600000US0822145","Eads town, Colorado","177","842",
"1600000US0822200","Eagle town, Colorado","21","5958",
"1600000US0822575","East Pleasant View CDP, Colorado","91","184",
"1600000US0822860","Eaton town, Colorado","28","4135",
"1600000US0823025","Eckley town, Colorado","74","198",
"1600000US0823135","Edgewater city, Colorado","22","5170",
"1600000US0823300","Edwards CDP, Colorado","707","8982",
"1600000US0823520","Elbert CDP, Colorado","88","227",
"1600000US0823575","Eldora CDP, Colorado","37","39",
"1600000US0823630","Eldorado Springs CDP, Colorado","190","700",
"1600000US0823740","Elizabeth town, Colorado","231","1421",
"1600000US0823795","El Jebel CDP, Colorado","889","4758",
"1600000US0824235","Ellicott CDP, Colorado","364","918",
"1600000US0824290","El Moro CDP, Colorado","118","361",
"1600000US0824620","Empire town, Colorado","146","339",
"1600000US0824785","Englewood city, Colorado","53","30342",
"1600000US0824950","Erie town, Colorado","38","16134",
"1600000US0825115","Estes Park town, Colorado","21","5820",
"1600000US0825280","Evans city, Colorado","42","17223",
"1600000US0825390","Evergreen CDP, Colorado","537","9140",
"1600000US0825550","Fairmount CDP, Colorado","508","7498",
"1600000US0825610","Fairplay town, Colorado","170","634",
"1600000US0826270","Federal Heights city, Colorado","27","11586",
"1600000US0826600","Firestone town, Colorado","25","8866",
"1600000US0826765","Flagler town, Colorado","121","526",
"1600000US0826875","Fleming town, Colorado","132","501",
"1600000US0827040","Florence city, Colorado","30","3878",
"1600000US0827095","Florissant CDP, Colorado","160","152",
"1600000US0827175","Floyd Hill CDP, Colorado","346","1402",
"1600000US0827370","Fort Carson CDP, Colorado","886","11243",
"1600000US0827425","Fort Collins city, Colorado","110","140082",
"1600000US0827535","Fort Garland CDP, Colorado","160","467",
"1600000US0827700","Fort Lupton city, Colorado","24","7422",
"1600000US0827810","Fort Morgan city, Colorado","47","11229",
"1600000US0827865","Fountain city, Colorado","70","23781",
"1600000US0827975","Fowler town, Colorado","471","1491",
"1600000US0828105","Foxfield town, Colorado","246","855",
"1600000US0828250","Franktown CDP, Colorado","149","438",
"1600000US0828305","Fraser town, Colorado","372","1384",
"1600000US0828360","Frederick town, Colorado","31","7710",
"1600000US0828690","Frisco town, Colorado","20","2658",
"1600000US0828745","Fruita city, Colorado","55","11676",
"1600000US0828800","Fruitvale CDP, Colorado","471","7694",
"1600000US0828830","Fulford CDP, Colorado","123","0",
"1600000US0829185","Garden City town, Colorado","190","347",
"1600000US0829295","Garfield CDP, Colorado","123","0",
"1600000US0829625","Genesee CDP, Colorado","169","3624",
"1600000US0829680","Genoa town, Colorado","55","152",
"1600000US0829735","Georgetown town, Colorado","222","1294",
"1600000US0829845","Gerrard CDP, Colorado","106","191",
"1600000US0829955","Gilcrest town, Colorado","272","1078",
"1600000US0830340","Glendale city, Colorado","25","4165",
"1600000US0830350","Glendale CDP, Colorado","123","0",
"1600000US0830420","Gleneagle CDP, Colorado","489","6649",
"1600000US0830780","Glenwood Springs city, Colorado","22","9427",
"1600000US0830835","Golden city, Colorado","42","18414",
"1600000US0830890","Goldfield CDP, Colorado","123","0",
"1600000US0830945","Gold Hill CDP, Colorado","99","202",
"1600000US0831550","Granada town, Colorado","151","555",
"1600000US0831605","Granby town, Colorado","454","2063",
"1600000US0831660","Grand Junction city, Colorado","61","56295",
"1600000US0831715","Grand Lake town, Colorado","187","259",
"1600000US0831935","Grand View Estates CDP, Colorado","161","271",
"1600000US0832155","Greeley city, Colorado","64","91115",
"1600000US0832650","Green Mountain Falls town, Colorado","169","646",
"1600000US0833035","Greenwood Village city, Colorado","69","13367",
"1600000US0833310","Grover town, Colorado","54","71",
"1600000US0833420","Guffey CDP, Colorado","123","0",
"1600000US0833502","Gunbarrel CDP, Colorado","529","9473",
"1600000US0833640","Gunnison city, Colorado","20","5783",
"1600000US0833695","Gypsum town, Colorado","28","6054",
"1600000US0834520","Hartman town, Colorado","29","68",
"1600000US0834685","Hasty CDP, Colorado","72","138",
"1600000US0834740","Haswell town, Colorado","29","90",
"1600000US0834960","Haxtun town, Colorado","118","1013",
"1600000US0835070","Hayden town, Colorado","265","2009",
"1600000US0835400","Heeney CDP, Colorado","74","70",
"1600000US0835860","Hidden Lake CDP, Colorado","64","42",
"1600000US0836410","Highlands Ranch CDP, Colorado","1133","95100",
"1600000US0836610","Hillrose town, Colorado","61","172",
"1600000US0836940","Hoehne CDP, Colorado","72","126",
"1600000US0837215","Holly town, Colorado","160","682",
"1600000US0837220","Holly Hills CDP, Colorado","207","2439",
"1600000US0837270","Holyoke city, Colorado","150","2317",
"1600000US0837380","Hooper town, Colorado","63","94",
"1600000US0837545","Hotchkiss town, Colorado","178","808",
"1600000US0837600","Hot Sulphur Springs town, Colorado","286","942",
"1600000US0837655","Howard CDP, Colorado","247","984",
"1600000US0837820","Hudson town, Colorado","309","1594",
"1600000US0837875","Hugo town, Colorado","145","753",
"1600000US0838370","Idaho Springs city, Colorado","361","2018",
"1600000US0838425","Idalia CDP, Colorado","47","43",
"1600000US0838480","Idledale CDP, Colorado","121","223",
"1600000US0838535","Ignacio town, Colorado","202","873",
"1600000US0838590","Iliff town, Colorado","84","247",
"1600000US0838810","Indian Hills CDP, Colorado","270","1003",
"1600000US0838910","Inverness CDP, Colorado","156","453",
"1600000US0839160","Jackson Lake CDP, Colorado","46","133",
"1600000US0839195","Jamestown town, Colorado","98","278",
"1600000US0839250","Jansen CDP, Colorado","32","46",
"1600000US0839745","Joes CDP, Colorado","43","97",
"1600000US0839800","Johnson Village CDP, Colorado","293","342",
"1600000US0839855","Johnstown town, Colorado","76","8656",
"1600000US0839965","Julesburg town, Colorado","135","1382",
"1600000US0840185","Keenesburg town, Colorado","331","1142",
"1600000US0840377","Ken Caryl CDP, Colorado","746","33657",
"1600000US0840515","Kersey town, Colorado","267","1454",
"1600000US0840550","Keystone CDP, Colorado","376","765",
"1600000US0840570","Kim town, Colorado","50","111",
"1600000US0840790","Kiowa town, Colorado","158","627",
"1600000US0840900","Kirk CDP, Colorado","112","136",
"1600000US0841010","Kit Carson town, Colorado","127","322",
"1600000US0841065","Kittredge CDP, Colorado","257","1066",
"1600000US0841560","Kremmling town, Colorado","382","1787",
"1600000US0841835","Lafayette city, Colorado","39","24187",
"1600000US0842000","Laird CDP, Colorado","24","30",
"1600000US0842055","La Jara town, Colorado","222","930",
"1600000US0842110","La Junta city, Colorado","35","7063",
"1600000US0842165","La Junta Gardens CDP, Colorado","123","0",
"1600000US0842330","Lake City town, Colorado","103","242",
"1600000US0842495","Lakeside town, Colorado","30","19",
"1600000US0843000","Lakewood city, Colorado","84","142020",
"1600000US0843110","Lamar city, Colorado","24","7901",
"1600000US0843220","Laporte CDP, Colorado","334","2426",
"1600000US0843550","Larkspur town, Colorado","75","173",
"1600000US0843605","La Salle town, Colorado","254","2289",
"1600000US0843660","Las Animas city, Colorado","700","3171",
"1600000US0844100","La Veta town, Colorado","158","763",
"1600000US0844270","Lazy Acres CDP, Colorado","203","927",
"1600000US0844320","Leadville city, Colorado","13","2633",
"1600000US0844375","Leadville North CDP, Colorado","482","1732",
"1600000US0844595","Lewis CDP, Colorado","186","301",
"1600000US0844695","Leyner CDP, Colorado","123","0",
"1600000US0844980","Limon town, Colorado","240","1761",
"1600000US0845145","Lincoln Park CDP, Colorado","400","4204",
"1600000US0845255","Littleton city, Colorado","244","41352",
"1600000US0845530","Lochbuie town, Colorado","34","4306",
"1600000US0845680","Loghill Village CDP, Colorado","139","627",
"1600000US0845695","Log Lane Village town, Colorado","153","680",
"1600000US0845750","Loma CDP, Colorado","333","1255",
"1600000US0845955","Lone Tree city, Colorado","39","9890",
"1600000US0845970","Longmont city, Colorado","79","83604",
"1600000US0846355","Louisville city, Colorado","53","18470",
"1600000US0846410","Louviers CDP, Colorado","117","167",
"1600000US0846465","Loveland city, Colorado","51","64105",
"1600000US0847015","Lynn CDP, Colorado","19","15",
"1600000US0847070","Lyons town, Colorado","227","1565",
"1600000US0847345","McCoy CDP, Colorado","36","23",
"1600000US0848060","Manassa town, Colorado","184","1070",
"1600000US0848115","Mancos town, Colorado","193","1056",
"1600000US0848445","Manitou Springs city, Colorado","17","4961",
"1600000US0848500","Manzanola town, Colorado","104","464",
"1600000US0848555","Marble town, Colorado","39","72",
"1600000US0849325","Maybell CDP, Colorado","89","75",
"1600000US0849490","Maysville CDP, Colorado","74","142",
"1600000US0849600","Mead town, Colorado","25","3241",
"1600000US0849875","Meeker town, Colorado","326","2385",
"1600000US0850012","Meridian CDP, Colorado","274","2237",
"1600000US0850040","Merino town, Colorado","96","274",
"1600000US0850380","Midland CDP, Colorado","140","298",
"1600000US0850480","Milliken town, Colorado","26","5225",
"1600000US0850920","Minturn town, Colorado","235","1146",
"1600000US0851250","Moffat town, Colorado","52","70",
"1600000US0851635","Monte Vista city, Colorado","20","4440",
"1600000US0851690","Montezuma town, Colorado","66","78",
"1600000US0851745","Montrose city, Colorado","28","18237",
"1600000US0851800","Monument town, Colorado","54","4869",
"1600000US0851975","Morgan Heights CDP, Colorado","118","274",
"1600000US0852075","Morrison town, Colorado","141","285",
"1600000US0852210","Mountain Meadows CDP, Colorado","47","80",
"1600000US0852350","Mountain View town, Colorado","137","593",
"1600000US0852550","Mountain Village town, Colorado","223","1101",
"1600000US0852570","Mount Crested Butte town, Colorado","213","559",
"1600000US0852820","Mulford CDP, Colorado","70","133",
"1600000US0853120","Naturita town, Colorado","71","299",
"1600000US0853175","Nederland town, Colorado","323","1334",
"1600000US0853395","New Castle town, Colorado","41","4124",
"1600000US0853780","Niwot CDP, Colorado","318","3897",
"1600000US0853875","No Name CDP, Colorado","51","84",
"1600000US0853945","Norrie CDP, Colorado","44","44",
"1600000US0854330","Northglenn city, Colorado","74","35127",
"1600000US0854495","North La Junta CDP, Colorado","141","400",
"1600000US0854750","North Washington CDP, Colorado","239","528",
"1600000US0854880","Norwood town, Colorado","192","733",
"1600000US0854935","Nucla town, Colorado","168","784",
"1600000US0855045","Nunn town, Colorado","89","412",
"1600000US0855155","Oak Creek town, Colorado","248","1158",
"1600000US0855540","Olathe town, Colorado","311","1488",
"1600000US0855705","Olney Springs town, Colorado","159","444",
"1600000US0855870","Ophir town, Colorado","58","125",
"1600000US0855925","Orchard CDP, Colorado","63","95",
"1600000US0855980","Orchard City town, Colorado","26","3093",
"1600000US0856035","Orchard Mesa CDP, Colorado","602","7230",
"1600000US0856145","Ordway town, Colorado","219","1145",
"1600000US0856365","Otis town, Colorado","109","532",
"1600000US0856420","Ouray city, Colorado","209","881",
"1600000US0856475","Ovid town, Colorado","67","281",
"1600000US0856695","Padroni CDP, Colorado","121","141",
"1600000US0856860","Pagosa Springs town, Colorado","585","1774",
"1600000US0856970","Palisade town, Colorado","15","2681",
"1600000US0857025","Palmer Lake town, Colorado","356","1895",
"1600000US0857245","Paoli town, Colorado","25","46",
"1600000US0857300","Paonia town, Colorado","315","1458",
"1600000US0857400","Parachute town, Colorado","280","1019",
"1600000US0857445","Paragon Estates CDP, Colorado","217","1043",
"1600000US0857630","Parker town, Colorado","48","42548",
"1600000US0857850","Parshall CDP, Colorado","110","74",
"1600000US0858235","Peetz town, Colorado","112","353",
"1600000US0858400","Penrose CDP, Colorado","534","3597",
"1600000US0858510","Peoria CDP, Colorado","111","164",
"1600000US0858592","Perry Park CDP, Colorado","289","1581",
"1600000US0858675","Peyton CDP, Colorado","123","0",
"1600000US0858758","Phippsburg CDP, Colorado","258","278",
"1600000US0858960","Piedra CDP, Colorado","123","0",
"1600000US0859005","Pierce town, Colorado","189","709",
"1600000US0859240","Pine Brook Hill CDP, Colorado","221","1070",
"1600000US0859830","Pitkin town, Colorado","45","84",
"1600000US0860160","Platteville town, Colorado","22","2526",
"1600000US0860600","Poncha Springs town, Colorado","259","791",
"1600000US0860655","Ponderosa Park CDP, Colorado","244","3028",
"1600000US0860765","Portland CDP, Colorado","104","234",
"1600000US0861315","Pritchett town, Colorado","83","225",
"1600000US0862000","Pueblo city, Colorado","60","105957",
"1600000US0862220","Pueblo West CDP, Colorado","703","27854",
"1600000US0862660","Ramah town, Colorado","54","116",
"1600000US0862880","Rangely town, Colorado","234","2182",
"1600000US0863045","Raymer (New Raymer) town, Colorado","35","78",
"1600000US0863265","Red Cliff town, Colorado","66","193",
"1600000US0863320","Red Feather Lakes CDP, Colorado","164","202",
"1600000US0863375","Redlands CDP, Colorado","565","7806",
"1600000US0863650","Redstone CDP, Colorado","56","44",
"1600000US0863705","Redvale CDP, Colorado","117","329",
"1600000US0864090","Rico town, Colorado","113","260",
"1600000US0864200","Ridgway town, Colorado","179","929",
"1600000US0864255","Rifle city, Colorado","34","8880",
"1600000US0864870","Rock Creek Park CDP, Colorado","60","73",
"1600000US0864970","Rockvale town, Colorado","107","311",
"1600000US0865190","Rocky Ford city, Colorado","26","3960",
"1600000US0865685","Rollinsville CDP, Colorado","93","107",
"1600000US0865740","Romeo town, Colorado","178","506",
"1600000US0866197","Roxborough Park CDP, Colorado","547","9134",
"1600000US0866895","Rye town, Colorado","53","151",
"1600000US0866995","Saddle Ridge CDP, Colorado","123","0",
"1600000US0867005","Saguache town, Colorado","182","705",
"1600000US0867040","St. Ann Highlands CDP, Colorado","170","320",
"1600000US0867142","St. Mary's CDP, Colorado","129","183",
"1600000US0867280","Salida city, Colorado","23","5287",
"1600000US0867445","Salt Creek CDP, Colorado","261","701",
"1600000US0867500","San Acacio CDP, Colorado","25","37",
"1600000US0867830","Sanford town, Colorado","168","880",
"1600000US0868105","San Luis town, Colorado","223","741",
"1600000US0868655","Sawpit town, Colorado","41","68",
"1600000US0868847","Security-Widefield CDP, Colorado","1074","31887",
"1600000US0868875","Sedalia CDP, Colorado","182","181",
"1600000US0868930","Sedgwick town, Colorado","55","127",
"1600000US0868985","Segundo CDP, Colorado","29","71",
"1600000US0869040","Seibert town, Colorado","37","93",
"1600000US0869110","Seven Hills CDP, Colorado","71","176",
"1600000US0869150","Severance town, Colorado","17","2789",
"1600000US0869480","Shaw Heights CDP, Colorado","393","4634",
"1600000US0869645","Sheridan city, Colorado","53","5621",
"1600000US0869700","Sheridan Lake town, Colorado","41","55",
"1600000US0869810","Sherrelwood CDP, Colorado","890","17641",
"1600000US0870195","Silt town, Colorado","32","2737",
"1600000US0870250","Silver Cliff town, Colorado","204","804",
"1600000US0870360","Silver Plume town, Colorado","85","162",
"1600000US0870525","Silverthorne town, Colorado","18","3750",
"1600000US0870580","Silverton town, Colorado","163","717",
"1600000US0870635","Simla town, Colorado","159","634",
"1600000US0871625","Smeltertown CDP, Colorado","83","105",
"1600000US0871755","Snowmass Village town, Colorado","13","2590",
"1600000US0871790","Snyder CDP, Colorado","149","177",
"1600000US0872320","Southern Ute CDP, Colorado","68","187",
"1600000US0872395","South Fork town, Colorado","198","516",
"1600000US0873330","Springfield town, Colorado","132","1389",
"1600000US0873715","Starkville town, Colorado","40","71",
"1600000US0873825","Steamboat Springs city, Colorado","33","11796",
"1600000US0873935","Sterling city, Colorado","39","14393",
"1600000US0874080","Stonegate CDP, Colorado","419","8754",
"1600000US0874275","Stonewall Gap CDP, Colorado","80","133",
"1600000US0874375","Strasburg CDP, Colorado","357","2089",
"1600000US0874430","Stratmoor CDP, Colorado","974","7164",
"1600000US0874485","Stratton town, Colorado","107","581",
"1600000US0874815","Sugar City town, Colorado","137","375",
"1600000US0874980","Sugarloaf CDP, Colorado","93","257",
"1600000US0875585","Sunshine CDP, Colorado","128","314",
"1600000US0875640","Superior town, Colorado","28","11852",
"1600000US0875970","Swink town, Colorado","230","639",
"1600000US0876190","Tabernash CDP, Colorado","128","86",
"1600000US0876325","Tall Timber CDP, Colorado","244","273",
"1600000US0876795","Telluride town, Colorado","312","2589",
"1600000US0877235","The Pinery CDP, Colorado","520","10182",
"1600000US0877290","Thornton city, Colorado","77","112374",
"1600000US0877510","Timnath town, Colorado","195","447",
"1600000US0877757","Todd Creek CDP, Colorado","315","3757",
"1600000US0878280","Towaoc CDP, Colorado","305","932",
"1600000US0878335","Towner CDP, Colorado","18","29",
"1600000US0878345","Trail Side CDP, Colorado","123","0",
"1600000US0878610","Trinidad city, Colorado","28","9236",
"1600000US0879100","Twin Lakes CDP (Adams County), Colorado","624","5863",
"1600000US0879105","Twin Lakes CDP (Lake County), Colorado","71","116",
"1600000US0879270","Two Buttes town, Colorado","19","47",
"1600000US0879785","Upper Bear Creek CDP, Colorado","237","974",
"1600000US0880040","Vail town, Colorado","20","5241",
"1600000US0880095","Valdez CDP, Colorado","23","37",
"1600000US0880370","Valmont CDP, Colorado","115","124",
"1600000US0880755","Vernon CDP, Colorado","18","12",
"1600000US0880865","Victor city, Colorado","110","388",
"1600000US0881030","Vilas town, Colorado","34","53",
"1600000US0881305","Vineland CDP, Colorado","60","117",
"1600000US0881690","Vona town, Colorado","33","78",
"1600000US0882130","Walden town, Colorado","101","581",
"1600000US0882350","Walsenburg city, Colorado","17","3283",
"1600000US0882460","Walsh town, Colorado","150","625",
"1600000US0882735","Ward town, Colorado","60","67",
"1600000US0882905","Watkins CDP, Colorado","161","529",
"1600000US0883120","Welby CDP, Colorado","876","13964",
"1600000US0883175","Weldona CDP, Colorado","58","104",
"1600000US0883230","Wellington town, Colorado","20","5648",
"1600000US0883450","Westcliffe town, Colorado","205","744",
"1600000US0883500","Westcreek CDP, Colorado","64","70",
"1600000US0883835","Westminster city, Colorado","63","104869",
"1600000US0884000","Weston CDP, Colorado","38","59",
"1600000US0884042","West Pleasant View CDP, Colorado","429","3631",
"1600000US0884440","Wheat Ridge city, Colorado","37","30379",
"1600000US0884770","Wiggins town, Colorado","195","954",
"1600000US0885045","Wiley town, Colorado","174","476",
"1600000US0885155","Williamsburg town, Colorado","168","779",
"1600000US0885485","Windsor town, Colorado","47","17306",
"1600000US0885705","Winter Park town, Colorado","218","573",
"1600000US0885760","Wolcott CDP, Colorado","123","0",
"1600000US0886090","Woodland Park city, Colorado","42","7117",
"1600000US0886117","Woodmoor CDP, Colorado","631","8918",
"1600000US0886200","Woody Creek CDP, Colorado","134","186",
"1600000US0886310","Wray city, Colorado","332","1975",
"1600000US0886475","Yampa town, Colorado","137","390",
"1600000US0886750","Yuma city, Colorado","16","3442",
"1600000US0901150","Ansonia city, Connecticut","45","19163",
"1600000US0902550","Baltic CDP, Connecticut","301","1439",
"1600000US0902690","Bantam borough, Connecticut","138","928",
"1600000US0904790","Bethel CDP, Connecticut","614","8799",
"1600000US0904945","Bethlehem Village CDP, Connecticut","192","2223",
"1600000US0906050","Blue Hills CDP, Connecticut","407","2892",
"1600000US0907345","Branford Center CDP, Connecticut","439","6442",
"1600000US0908000","Bridgeport city, Connecticut","45","142576",
"1600000US0908420","Bristol city, Connecticut","35","60466",
"1600000US0908770","Broad Brook CDP, Connecticut","400","4612",
"1600000US0909120","Brooklyn CDP, Connecticut","367","1303",
"1600000US0910660","Byram CDP, Connecticut","481","4614",
"1600000US0910870","Canaan CDP, Connecticut","301","1392",
"1600000US0911990","Cannondale CDP, Connecticut","98","184",
"1600000US0912370","Canton Valley CDP, Connecticut","260","1416",
"1600000US0914200","Cheshire Village CDP, Connecticut","425","5327",
"1600000US0914370","Chester Center CDP, Connecticut","291","1618",
"1600000US0915420","Clinton CDP, Connecticut","317","3469",
"1600000US0915840","Colchester CDP, Connecticut","440","4680",
"1600000US0916120","Collinsville CDP, Connecticut","263","3506",
"1600000US0916960","Conning Towers Nautilus Park CDP, Connecticut","581","9247",
"1600000US0917520","Cos Cob CDP, Connecticut","464","6126",
"1600000US0917835","Coventry Lake CDP, Connecticut","477","2782",
"1600000US0918220","Crystal Lake CDP, Connecticut","367","1908",
"1600000US0918430","Danbury city, Connecticut","40","79371",
"1600000US0918780","Danielson borough, Connecticut","39","4136",
"1600000US0918920","Darien CDP, Connecticut","37","20414",
"1600000US0919200","Deep River Center CDP, Connecticut","311","2629",
"1600000US0919480","Derby city, Connecticut","20","12826",
"1600000US0920740","Durham CDP, Connecticut","392","2628",
"1600000US0921160","East Brooklyn CDP, Connecticut","330","1539",
"1600000US0922420","East Hampton CDP, Connecticut","369","2576",
"1600000US0922700","East Hartford CDP, Connecticut","38","50974",
"1600000US0922980","East Haven CDP, Connecticut","26","29074",
"1600000US0926370","Essex Village CDP, Connecticut","240","2515",
"1600000US0927390","Falls Village CDP, Connecticut","80","529",
"1600000US0927810","Fenwick borough, Connecticut","34","70",
"1600000US0930190","Gales Ferry CDP, Connecticut","247","1031",
"1600000US0930540","Georgetown CDP, Connecticut","294","1566",
"1600000US0931270","Glastonbury Center CDP, Connecticut","509","7054",
"1600000US0931520","Glenville CDP, Connecticut","391","2444",
"1600000US0933690","Greenwich CDP, Connecticut","879","13271",
"1600000US0934180","Groton city, Connecticut","37","10225",
"1600000US0934460","Groton Long Point borough, Connecticut","98","545",
"1600000US0935020","Guilford Center CDP, Connecticut","256","2619",
"1600000US0937000","Hartford city, Connecticut","80","124760",
"1600000US0937770","Hazardville CDP, Connecticut","316","4796",
"1600000US0937930","Heritage Village CDP, Connecticut","354","3431",
"1600000US0938050","Higganum CDP, Connecticut","404","1736",
"1600000US0939940","Jewett City borough, Connecticut","24","3415",
"1600000US0940150","Kensington CDP, Connecticut","532","8761",
"1600000US0941410","Lake Pocotopaug CDP, Connecticut","308","2849",
"1600000US0941830","Lakeville CDP, Connecticut","243","840",
"1600000US0943300","Litchfield borough, Connecticut","248","1203",
"1600000US0943790","Long Hill CDP, Connecticut","391","3980",
"1600000US0944630","Madison Center CDP, Connecticut","357","2245",
"1600000US0944690","Manchester CDP, Connecticut","654","29917",
"1600000US0945120","Mansfield Center CDP, Connecticut","221","1010",
"1600000US0945595","Mashantucket CDP, Connecticut","117","191",
"1600000US0946450","Meriden city, Connecticut","49","60484",
"1600000US0947290","Middletown city, Connecticut","47","47349",
"1600000US0947515","Milford city (balance), Connecticut","241","51019",
"1600000US0949110","Moodus CDP, Connecticut","304","1122",
"1600000US0949180","Moosup CDP, Connecticut","450","2930",
"1600000US0949810","Mystic CDP, Connecticut","322","3959",
"1600000US0949880","Naugatuck borough, Connecticut","29","31746",
"1600000US0950370","New Britain city, Connecticut","37","72954",
"1600000US0951420","New Hartford Center CDP, Connecticut","274","1138",
"1600000US0952000","New Haven city, Connecticut","39","128885",
"1600000US0952210","Newington CDP, Connecticut","34","30361",
"1600000US0952280","New London city, Connecticut","32","27496",
"1600000US0952560","New Milford CDP, Connecticut","529","6437",
"1600000US0952770","New Preston CDP, Connecticut","195","1013",
"1600000US0952910","Newtown borough, Connecticut","121","1998",
"1600000US0953120","Niantic CDP, Connecticut","313","2933",
"1600000US0953260","Noank CDP, Connecticut","253","1802",
"1600000US0953400","Norfolk CDP, Connecticut","114","598",
"1600000US0954660","North Granby CDP, Connecticut","248","1880",
"1600000US0954730","North Grosvenor Dale CDP, Connecticut","450","1771",
"1600000US0954940","North Haven CDP, Connecticut","36","23927",
"1600000US0955725","Northwest Harwinton CDP, Connecticut","221","3224",
"1600000US0955990","Norwalk city, Connecticut","43","84611",
"1600000US0956200","Norwich city, Connecticut","52","39843",
"1600000US0956690","Oakville CDP, Connecticut","382","9381",
"1600000US0956900","Old Greenwich CDP, Connecticut","458","6568",
"1600000US0957180","Old Mystic CDP, Connecticut","312","3696",
"1600000US0957390","Old Saybrook Center CDP, Connecticut","311","1960",
"1600000US0957670","Orange CDP, Connecticut","46","13831",
"1600000US0958520","Oxoboxo River CDP, Connecticut","537","3292",
"1600000US0959140","Pawcatuck CDP, Connecticut","430","5802",
"1600000US0959210","Pemberwick CDP, Connecticut","483","3406",
"1600000US0960090","Plainfield Village CDP, Connecticut","436","2364",
"1600000US0961730","Poquonock Bridge CDP, Connecticut","341","1529",
"1600000US0961870","Portland CDP, Connecticut","318","5947",
